,st,day,Month,year,hour,min,temp,humd,pres,pm1,pm2,pm3,am,sm,lum
19324,30.43,10,3,2023,3,5,20.22,38.91,93380.36,0.55,1.3900000000000001,28.21,0.8,307.5,1.0
19325,30.35,10,3,2023,3,10,,,,1.11,1.11,28.49,2.4,288.0,1.0
19326,30.26,10,3,2023,4,4,17.12,46.37,93379.55,0.55,1.11,28.21,0.0,307.5,2.5
19327,30.16,10,3,2023,4,9,,,,1.11,1.11,28.49,0.0,288.0,1.0
19328,30.07,10,3,2023,5,2,,,,0.55,1.11,28.49,0.0,288.0,1.0
19329,29.99,10,3,2023,5,8,,,,1.11,1.11,28.49,0.0,288.0,1.0
19330,29.89,10,3,2023,6,1,,,,0.55,1.11,28.49,0.0,288.0,1.0
19331,29.8,10,3,2023,6,7,,,,1.11,1.11,28.49,0.0,288.0,86.0
19332,29.72,10,3,2023,6,12,,,,1.67,1.11,28.49,0.0,288.0,1897.0
19333,29.63,10,3,2023,7,5,,,,0.55,1.67,28.49,0.0,288.0,8181.0
19334,29.56,10,3,2023,7,11,,,,1.11,1.67,28.49,0.0,289.0,10370.0
19335,29.48,10,3,2023,8,4,,,,0.55,1.11,28.49,2.4,290.0,384.0
19336,29.4,10,3,2023,8,10,,,,1.11,1.11,28.49,3.2,291.0,384.0
19337,29.32,10,3,2023,9,3,,,,0.55,1.11,28.49,3.2,292.0,384.0
19338,29.24,10,3,2023,9,8,,,,1.11,1.11,28.49,2.4,291.0,384.0
19339,29.17,10,3,2023,10,2,,,,0.55,1.11,28.49,1.6,291.0,384.0
19340,29.06,10,3,2023,11,1,,,,0.55,1.11,28.49,8.8,292.0,384.0
19341,,18,7,2022,15,8,23.02,90.57,92849.25,0.83,0.0,0.0,0.0,7463.0,6547.0
19342,,19,7,2022,13,5,27.95,68.83,93014.7,2.79,6.7,143.33,0.0,7353.0,445.0
19343,,20,7,2022,15,10,29.13,62.95,92892.41,5.02,5.58,128.52,0.0,7692.0,384.0
19344,,20,7,2022,18,2,24.11,76.0,92896.76,1.11,5.58,128.52,0.0,7813.0,6603.0
19345,,20,7,2022,19,8,22.2,86.76,92970.56,3.91,5.58,128.52,0.0,7813.0,6.0
19346,,20,7,2022,19,9,22.14,87.67,92972.01,4.47,5.58,128.52,0.0,7813.0,5.0
19347,,20,7,2022,20,4,21.7,90.03,92990.8,2.23,5.58,128.52,0.0,7813.0,5.0
19348,,20,7,2022,20,5,21.69,90.94,93011.3,2.79,5.58,128.52,0.0,7813.0,5.0
19349,,20,7,2022,20,6,21.76,90.5,93024.87,3.35,5.58,128.52,0.0,7813.0,5.0
19350,,20,7,2022,20,8,21.75,90.76,93020.64,3.91,5.58,128.52,0.0,7692.0,2.0
19351,,20,7,2022,22,3,21.48,91.76,93087.15,1.67,5.58,128.52,0.0,7813.0,5.0
19352,,20,7,2022,22,11,21.13,92.08,93096.9,5.58,5.58,128.52,0.0,7813.0,5.0
19353,,20,7,2022,23,3,21.18,91.41,93102.78,1.67,5.58,128.52,0.0,7813.0,5.0
19354,,20,7,2022,23,4,21.19,91.51,93098.76,2.23,5.58,128.52,0.0,7692.0,5.0
19355,,20,7,2022,23,5,21.14,91.38,93096.9,2.79,5.58,128.52,0.0,7813.0,5.0
19356,,20,7,2022,23,6,21.12,91.25,93103.15,3.35,5.58,128.52,0.0,7692.0,5.0
19357,,20,7,2022,23,8,21.12,91.05,93101.66,3.91,5.58,128.52,0.0,7813.0,5.0
19358,,20,7,2022,23,9,21.1,91.3,93107.69,4.47,5.58,128.52,0.0,7813.0,5.0
19359,,20,7,2022,23,10,21.05,91.37,93098.17,5.02,5.58,128.52,0.0,7813.0,5.0
19360,,20,7,2022,23,11,20.98,91.65,93094.12,5.58,5.58,128.52,0.0,7813.0,5.0
19361,,20,7,2022,23,12,20.87,92.75,93092.42,0.55,5.58,128.52,0.0,7692.0,5.0
19362,,21,7,2022,1,3,19.96,95.57,93046.72,1.67,5.58,128.52,0.0,7813.0,5.0
19363,,21,7,2022,1,8,19.79,95.87,92997.06,3.91,5.58,128.52,0.0,7692.0,4.0
19364,,21,7,2022,1,9,19.78,95.85,92996.87,4.47,5.58,128.52,0.0,7692.0,5.0
19365,,21,7,2022,1,11,19.7,96.21,92983.84,5.58,5.58,128.52,0.0,7692.0,5.0
19366,,21,7,2022,2,2,19.64,96.52,92982.69,1.11,5.58,128.52,0.0,7692.0,5.0
19367,,21,7,2022,2,6,19.56,97.29,92951.78,3.35,5.58,128.52,0.0,7692.0,5.0
19368,,21,7,2022,2,12,19.55,97.54,92947.56,0.55,5.58,128.52,0.0,7692.0,5.0
19369,,21,7,2022,4,5,20.2,96.52,92990.01,2.79,5.58,128.52,0.0,7692.0,4.0
19370,,21,7,2022,4,9,19.61,97.31,92996.75,4.47,5.58,128.52,0.0,7576.0,3.0
19371,,21,7,2022,4,11,19.52,97.71,92997.22,5.58,5.58,128.52,0.0,7576.0,5.0
19372,,21,7,2022,4,12,19.45,97.74,93000.61,0.55,5.58,128.52,0.0,7576.0,3.0
19373,,21,7,2022,5,2,19.45,97.87,93007.37,1.11,5.58,128.52,0.0,7813.0,5.0
19374,,21,7,2022,5,3,19.45,97.98,93003.34,1.67,5.58,128.52,0.0,7692.0,3.0
19375,,21,7,2022,6,9,20.51,96.55,93071.19,4.47,5.58,128.52,0.0,7576.0,1488.0
19376,,21,7,2022,8,6,23.02,83.0,93090.35,3.35,5.58,128.52,0.0,7576.0,8793.0
19377,,21,7,2022,8,8,22.53,85.57,93099.81,3.91,5.58,128.52,0.0,7576.0,9425.0
19378,,21,7,2022,9,3,22.93,86.31,93104.69,1.67,5.58,128.52,0.0,7576.0,10182.0
19379,,21,7,2022,9,4,24.28,80.45,93101.71,2.23,5.58,128.52,0.0,7576.0,9790.0
19380,,21,7,2022,9,6,25.87,75.37,93086.49,3.35,5.58,128.52,0.0,7692.0,8876.0
19381,,21,7,2022,9,12,26.48,67.88,93058.53,0.55,5.58,128.52,0.0,7576.0,9066.0
19382,,21,7,2022,10,9,27.77,62.92,93050.24,4.47,5.58,128.52,0.0,7692.0,12341.0
19383,,21,7,2022,11,10,29.04,57.7,93037.07,5.02,5.58,128.52,0.0,7692.0,3298.0
19384,,21,7,2022,11,12,28.18,60.28,93043.37,0.55,5.58,128.52,0.0,7576.0,6726.0
19385,,21,7,2022,12,8,29.44,57.14,93001.28,3.91,5.58,128.52,0.0,7576.0,2514.0
19386,,21,7,2022,12,9,29.55,58.06,92985.92,4.47,5.58,128.52,0.0,7692.0,2751.0
19387,,21,7,2022,13,2,28.82,61.4,92980.79,1.11,5.58,128.52,0.0,7692.0,2249.0
19388,,21,7,2022,13,3,29.11,57.3,92975.57,1.67,5.58,128.52,0.0,7576.0,589.0
19389,,21,7,2022,13,9,28.87,59.43,92942.14,4.47,5.58,128.52,0.0,7576.0,3349.0
19390,,21,7,2022,13,10,29.11,61.11,92938.12,5.02,5.58,128.52,0.0,7576.0,2109.0
19391,,21,7,2022,13,11,29.29,59.84,92929.42,5.58,5.58,128.52,0.0,7692.0,384.0
19392,,21,7,2022,14,2,29.94,57.21,92915.74,1.11,5.58,128.52,0.0,7692.0,3074.0
19393,,21,7,2022,14,5,29.02,60.71,92909.65,2.79,5.58,128.52,0.0,7692.0,565.0
19394,,21,7,2022,14,6,29.92,60.25,92901.82,3.35,5.58,128.52,0.0,7576.0,384.0
19395,,21,7,2022,14,11,28.86,59.97,92893.42,5.58,5.58,128.52,0.0,7576.0,3327.0
19396,,21,7,2022,15,2,29.09,61.41,92898.31,1.11,5.58,128.52,0.0,7576.0,384.0
19397,,21,7,2022,15,4,28.01,63.02,92883.19,2.23,5.58,128.52,0.0,7576.0,10780.0
19398,,21,7,2022,15,5,27.59,64.56,92890.87,2.79,5.58,128.52,0.0,7576.0,13450.0
19399,,21,7,2022,15,6,28.36,62.21,92876.34,3.35,5.58,128.52,0.0,7692.0,10181.0
19400,,21,7,2022,15,8,27.79,62.81,92886.66,3.91,5.58,128.52,0.0,7576.0,10089.0
19401,,21,7,2022,15,12,27.26,63.72,92869.3,0.55,5.58,128.52,0.0,7692.0,7106.0
19402,,21,7,2022,16,4,27.54,62.02,92871.2,2.23,5.58,128.52,0.0,7692.0,11900.0
19403,,21,7,2022,16,8,26.67,65.12,92881.14,3.91,5.58,128.52,0.0,7692.0,12141.0
19404,,21,7,2022,16,10,27.86,63.23,92894.09,5.02,5.58,128.52,0.0,7576.0,384.0
19405,,21,7,2022,17,8,25.29,71.42,92896.89,3.91,5.58,128.52,0.0,7692.0,13647.0
19406,,21,7,2022,17,12,24.8,76.99,92888.37,0.55,5.58,128.52,0.0,7692.0,10943.0
19407,,21,7,2022,18,7,23.73,83.86,92910.9,3.35,5.58,128.52,0.0,7576.0,4440.0
19408,,21,7,2022,20,3,21.98,90.34,93060.05,1.67,5.58,128.52,0.0,6757.0,5.0
19409,,21,7,2022,21,2,21.39,91.75,93124.63,1.11,5.58,128.52,0.0,6849.0,5.0
19410,,21,7,2022,21,3,21.25,92.24,93130.82,1.67,5.58,128.52,0.0,6849.0,5.0
19411,,21,7,2022,21,5,21.07,92.7,93138.07,2.79,5.58,128.52,0.0,6757.0,5.0
19412,,21,7,2022,21,6,21.07,92.71,93147.76,3.35,5.58,128.52,0.0,6849.0,5.0
19413,,21,7,2022,22,6,20.97,91.8,93194.97,3.35,5.58,128.52,0.0,6849.0,5.0
19414,,21,7,2022,23,10,20.07,94.7,93171.26,5.02,5.58,128.52,0.0,6849.0,5.0
19415,,22,7,2022,0,5,19.97,93.64,93133.88,2.79,5.58,128.52,0.0,6757.0,4.0
19416,,22,7,2022,0,9,20.04,93.12,93109.09,4.47,5.58,128.52,0.0,6849.0,5.0
19417,,22,7,2022,0,10,20.12,93.18,93105.11,5.02,5.58,128.52,0.0,6849.0,5.0
19418,,22,7,2022,2,11,19.96,95.67,93045.97,5.58,5.58,128.52,0.0,7692.0,3.0
19419,,22,7,2022,4,2,20.4,95.68,93030.34,1.11,5.58,128.52,0.0,7576.0,4.0
19420,,22,7,2022,4,4,20.59,94.67,93030.82,2.23,5.58,128.52,0.0,7692.0,1.0
19421,,22,7,2022,5,9,20.17,96.57,93069.34,4.47,5.58,128.52,0.0,7692.0,1.0
19422,,22,7,2022,5,10,20.36,96.0,93062.87,5.02,5.58,128.52,0.0,7576.0,1.0
19423,,22,7,2022,5,12,20.59,95.02,93071.05,0.55,5.58,128.52,0.0,7576.0,23.0
19424,,22,7,2022,6,8,20.26,95.99,93081.07,3.91,5.58,128.52,0.0,7576.0,1416.0
19425,,22,7,2022,6,11,20.7,95.16,93096.37,5.58,5.58,128.52,0.0,7576.0,2540.0
19426,,22,7,2022,7,12,24.38,79.2,93141.9,0.55,5.58,128.52,0.0,7692.0,7149.0
19427,,22,7,2022,8,9,23.12,83.58,93180.1,4.47,5.58,128.52,0.0,7576.0,10396.0
19428,,22,7,2022,8,11,22.96,85.08,93173.32,5.58,5.58,128.52,0.0,7463.0,8900.0
19429,,22,7,2022,8,12,23.85,81.42,93166.39,0.55,5.58,128.52,0.0,7463.0,12106.0
19430,,22,7,2022,9,3,24.92,77.23,93164.82,1.67,5.58,128.52,0.0,7463.0,7068.0
19431,,22,7,2022,9,5,25.31,72.92,93174.19,2.79,5.58,128.52,0.0,7576.0,14092.0
19432,,22,7,2022,9,8,26.55,70.65,93171.25,3.91,5.58,128.52,0.0,7463.0,4041.0
19433,,22,7,2022,9,9,26.79,67.63,93164.6,4.47,5.58,128.52,0.0,7463.0,9135.0
19434,,22,7,2022,9,10,26.32,69.81,93169.38,5.02,5.58,128.52,0.0,7463.0,10920.0
19435,,22,7,2022,10,10,26.51,67.41,93174.25,5.02,5.58,128.52,0.0,7463.0,14037.0
19436,,22,7,2022,11,8,24.93,72.32,93158.57,3.91,5.58,128.52,0.0,7463.0,14931.0
19437,,22,7,2022,11,9,25.44,71.63,93153.62,4.47,5.58,128.52,0.0,7576.0,15742.0
19438,,22,7,2022,11,10,25.93,70.16,93141.54,5.02,5.58,128.52,0.0,7463.0,12980.0
19439,,22,7,2022,12,2,24.32,78.28,93124.85,1.11,5.58,128.52,0.0,7463.0,10173.0
19440,,22,7,2022,12,9,26.77,68.09,93070.97,4.47,5.58,128.52,0.0,7576.0,10382.0
19441,,22,7,2022,12,10,26.71,67.76,93060.92,5.02,5.58,128.52,0.0,7463.0,6716.0
19442,,22,7,2022,12,11,26.71,68.62,93067.75,5.58,5.58,128.52,0.0,7463.0,7810.0
19443,,22,7,2022,13,3,26.79,66.12,93049.68,1.67,5.58,128.52,0.0,7463.0,3930.0
19444,,22,7,2022,13,6,28.36,63.05,93022.22,3.35,5.58,128.52,0.0,7463.0,13012.0
19445,,22,7,2022,13,9,25.43,74.87,93029.92,4.47,5.58,128.52,0.0,7463.0,7345.0
19446,,22,7,2022,13,11,24.81,80.88,93041.75,5.58,5.58,128.52,0.0,7463.0,15977.0
19447,,22,7,2022,15,2,26.48,68.88,92949.81,1.11,5.58,128.52,0.0,7463.0,13339.0
19448,,22,7,2022,15,6,27.68,66.65,92919.16,3.35,5.58,128.52,0.0,7463.0,384.0
19449,,22,7,2022,16,3,25.81,68.67,92885.51,1.67,5.58,128.52,0.0,7463.0,14077.0
19450,,22,7,2022,16,6,26.1,68.75,92882.05,3.35,5.58,128.52,0.0,7463.0,6154.0
19451,,22,7,2022,16,8,26.22,66.86,92882.94,3.91,5.58,128.52,0.0,7463.0,11032.0
19452,,22,7,2022,16,12,25.04,72.05,92887.47,0.55,5.58,128.52,0.0,7463.0,9295.0
19453,,22,7,2022,17,2,24.76,73.01,92890.09,1.11,5.58,128.52,0.0,7463.0,6646.0
19454,,22,7,2022,17,3,24.61,74.75,92898.57,1.67,5.58,128.52,0.0,7463.0,7403.0
19455,,22,7,2022,17,4,24.42,74.52,92904.12,2.23,5.58,128.52,0.0,7463.0,6479.0
19456,,22,7,2022,18,8,23.15,79.79,92934.55,3.91,5.58,128.52,0.0,7463.0,2467.0
19457,,22,7,2022,18,12,22.55,83.99,92944.01,0.55,5.58,128.52,0.0,7576.0,332.0
19458,,22,7,2022,19,2,22.43,84.58,92953.25,1.11,5.58,128.52,0.0,7463.0,135.0
19459,,22,7,2022,19,3,22.39,85.11,92953.62,1.67,5.58,128.52,0.0,7576.0,49.0
19460,,22,7,2022,19,4,22.31,85.6,92958.44,2.23,5.58,128.52,0.0,7463.0,15.0
19461,,22,7,2022,19,5,22.2,86.63,92975.34,2.79,5.58,128.52,0.0,7463.0,4.0
19462,,22,7,2022,19,6,22.17,86.51,92981.72,3.35,5.58,128.52,0.0,7463.0,5.0
19463,,22,7,2022,19,12,22.21,87.03,93016.79,0.55,5.58,128.52,0.0,7463.0,4.0
19464,,22,7,2022,20,9,21.59,89.26,93033.64,4.47,5.58,128.52,0.0,7576.0,5.0
19465,,22,7,2022,20,11,21.51,90.15,93040.62,5.58,5.58,128.52,0.0,7463.0,5.0
19466,,22,7,2022,20,12,21.54,90.22,93052.53,0.55,5.58,128.52,0.0,7576.0,5.0
19467,,22,7,2022,21,2,21.51,90.36,93062.42,1.11,5.58,128.52,0.0,7463.0,4.0
19468,,22,7,2022,21,5,21.51,90.69,93072.12,2.79,5.58,128.52,0.0,7042.0,5.0
19469,,22,7,2022,21,6,21.43,90.68,93075.59,3.35,5.58,128.52,0.0,7143.0,5.0
19470,,22,7,2022,21,11,21.46,91.06,93100.7,5.58,5.58,128.52,0.0,6667.0,5.0
19471,,22,7,2022,21,12,21.5,91.51,93107.65,0.55,5.58,128.52,0.0,6757.0,4.0
19472,,22,7,2022,22,3,21.56,91.34,93118.11,1.67,5.58,128.52,0.0,6757.0,5.0
19473,,22,7,2022,22,8,21.53,91.9,93130.01,3.91,5.58,128.52,0.0,6667.0,5.0
19474,,22,7,2022,22,10,21.34,92.77,93126.26,5.02,5.58,128.52,0.0,6667.0,5.0
19475,,22,7,2022,22,11,21.34,92.84,93120.05,5.58,5.58,128.52,0.0,6757.0,4.0
19476,,22,7,2022,23,2,21.23,93.07,93125.32,1.11,5.58,128.52,0.0,6757.0,3.0
19477,,22,7,2022,23,10,21.28,93.6,93089.25,5.02,5.58,128.52,0.0,7353.0,1.0
19478,,23,7,2022,0,2,21.31,93.66,93093.86,1.11,5.58,128.52,0.0,7463.0,5.0
19479,,23,7,2022,0,3,21.27,93.99,93076.81,1.67,5.58,128.52,0.0,7246.0,5.0
19480,,23,7,2022,0,8,21.15,93.79,93062.12,3.91,5.58,128.52,0.0,7576.0,5.0
19481,,23,7,2022,0,10,21.17,93.65,93062.87,5.02,5.58,128.52,0.0,6944.0,5.0
19482,,23,7,2022,2,4,20.52,95.27,92953.22,2.23,5.58,128.52,0.0,6757.0,5.0
19483,,23,7,2022,2,6,20.5,95.24,92935.81,3.35,5.58,128.52,0.0,7353.0,5.0
19484,,23,7,2022,2,10,20.53,96.13,92928.69,5.02,5.58,128.52,0.0,7353.0,5.0
19485,,23,7,2022,3,2,20.5,95.68,92922.28,1.11,5.58,128.52,0.0,7353.0,5.0
19486,,23,7,2022,3,3,20.59,95.45,92931.31,1.67,5.58,128.52,0.0,7463.0,4.0
19487,,23,7,2022,3,4,20.61,95.36,92924.53,2.23,5.58,128.52,0.0,7576.0,4.0
19488,,23,7,2022,3,7,20.53,95.29,92925.22,3.35,5.58,128.52,0.0,7463.0,4.0
19489,,23,7,2022,3,10,20.35,95.65,92916.01,5.02,5.58,128.52,0.0,6667.0,3.0
19490,,23,7,2022,3,11,20.31,95.71,92917.84,5.58,5.58,128.52,0.0,6579.0,2.0
19491,,23,7,2022,3,12,20.29,95.98,92916.91,0.55,5.58,128.52,0.0,6579.0,3.0
19492,,23,7,2022,4,3,20.21,95.84,92904.44,1.67,5.58,128.52,0.0,6667.0,4.0
19493,,23,7,2022,5,4,20.04,96.57,92924.84,2.23,5.58,128.52,0.0,7353.0,3.0
19494,,23,7,2022,5,10,19.97,97.26,92909.82,5.02,5.58,128.52,0.0,7353.0,4.0
19495,,23,7,2022,6,7,20.35,96.71,92940.7,3.35,5.58,128.52,0.0,6667.0,578.0
19496,,23,7,2022,7,4,20.43,97.71,93005.86,2.23,5.58,128.52,0.0,6849.0,2049.0
19497,,23,7,2022,7,7,20.62,97.95,93004.86,3.35,5.58,128.52,0.0,6667.0,3077.0
19498,,23,7,2022,8,1,21.35,96.01,93011.61,0.55,5.58,128.52,0.0,7353.0,8284.0
19499,,23,7,2022,8,7,21.15,96.37,93042.89,3.35,5.58,128.52,0.0,6944.0,7028.0
19500,,23,7,2022,9,7,23.02,88.31,93060.05,3.35,5.58,128.52,0.0,7353.0,15211.0
19501,,23,7,2022,9,11,23.97,85.94,93057.07,5.58,5.58,128.52,0.0,7353.0,6558.0
19502,,23,7,2022,10,1,25.2,79.71,93057.15,0.55,5.58,128.52,0.0,7463.0,9088.0
19503,,23,7,2022,10,5,26.1,73.75,93044.62,2.79,5.58,128.52,0.0,7353.0,3962.0
19504,,23,7,2022,10,7,26.62,71.54,93038.15,3.35,5.58,128.52,0.0,7353.0,14318.0
19505,,23,7,2022,10,10,25.38,75.09,93054.49,5.02,5.58,128.52,0.0,7463.0,5915.0
19506,,23,7,2022,11,1,26.23,72.83,93042.17,0.55,5.58,128.52,0.0,7353.0,9280.0
19507,,23,7,2022,11,2,26.38,72.75,93050.94,1.11,5.58,128.52,0.0,7353.0,6675.0
19508,,23,7,2022,11,3,26.55,71.52,93039.03,1.67,5.58,128.52,0.0,7353.0,12953.0
19509,,23,7,2022,11,5,27.2,71.29,93025.59,2.79,5.58,128.52,0.0,7353.0,12578.0
19510,,23,7,2022,11,8,24.32,81.49,93037.65,3.91,5.58,128.52,0.0,6667.0,7411.0
19511,,23,7,2022,11,9,23.8,82.89,93045.43,4.47,5.58,128.52,0.0,6757.0,8104.0
19512,,23,7,2022,11,10,23.37,88.06,93039.65,5.02,5.58,128.52,0.0,6579.0,11092.0
19513,,23,7,2022,12,5,26.22,72.01,92983.16,2.79,5.58,128.52,0.0,7042.0,4248.0
19514,,23,7,2022,12,11,26.85,67.7,92943.36,5.58,5.58,128.52,0.0,6757.0,3690.0
19515,,23,7,2022,13,5,26.73,70.56,92926.62,2.79,5.58,128.52,0.0,7353.0,2998.0
19516,,23,7,2022,13,11,25.96,72.41,92896.31,5.58,5.58,128.52,0.0,7353.0,2892.0
19517,,23,7,2022,14,5,27.04,67.01,92864.4,2.79,5.58,128.52,0.0,6667.0,10208.0
19518,,23,7,2022,14,11,25.25,76.76,92842.62,5.58,5.58,128.52,0.0,6944.0,5446.0
19519,,23,7,2022,15,5,25.29,73.1,92810.49,2.79,5.58,128.52,0.0,6667.0,6542.0
19520,,23,7,2022,15,9,26.65,69.09,92806.21,4.47,5.58,128.52,0.0,7353.0,5612.0
19521,,23,7,2022,15,11,26.01,69.64,92792.8,5.58,5.58,128.52,0.0,6757.0,15863.0
19522,,23,7,2022,16,5,26.5,70.33,92789.31,2.79,5.58,128.52,0.0,7463.0,397.0
19523,,23,7,2022,16,11,25.45,71.66,92795.07,5.58,5.58,128.52,0.0,7353.0,8154.0
19524,,23,7,2022,17,4,25.54,73.27,92810.24,2.23,5.58,128.52,0.0,7463.0,15786.0
19525,,23,7,2022,17,7,25.34,72.8,92818.49,3.35,5.58,128.52,0.0,7353.0,16527.0
19526,,23,7,2022,18,2,22.94,88.06,92840.45,1.11,5.58,128.52,0.0,7143.0,5713.0
19527,,23,7,2022,18,8,22.36,87.5,92858.99,3.91,5.58,128.52,0.0,7463.0,1475.0
19528,,23,7,2022,19,4,21.79,88.46,92879.55,1.67,5.58,128.52,0.0,7042.0,16.0
19529,,23,7,2022,19,6,21.78,88.88,92902.81,2.79,5.58,128.52,0.0,7143.0,1.0
19530,,23,7,2022,19,9,21.77,88.39,92911.6,3.91,5.58,128.52,0.0,7353.0,5.0
19531,,23,7,2022,19,10,21.69,88.43,92908.87,4.47,5.58,128.52,0.0,6757.0,4.0
19532,,23,7,2022,20,4,21.31,88.07,92950.82,2.23,5.02,127.96,0.0,6757.0,1.0
19533,,23,7,2022,21,2,20.87,89.82,92967.44,0.55,5.58,127.96,0.0,7353.0,1.0
19534,,23,7,2022,21,3,20.77,90.13,92968.69,1.11,5.58,127.96,0.0,7463.0,5.0
19535,,23,7,2022,21,4,20.77,90.4,92993.92,1.67,5.58,127.96,0.0,6944.0,4.0
19536,,23,7,2022,22,4,20.8,89.83,93032.2,1.67,5.02,127.4,0.0,7353.0,5.0
19537,,23,7,2022,22,5,20.89,89.91,93029.47,2.23,5.02,127.4,0.0,7353.0,5.0
19538,,23,7,2022,22,6,20.93,89.66,93024.17,2.79,5.02,127.4,0.0,7353.0,5.0
19539,,23,7,2022,23,1,20.75,90.72,93029.4,0.55,5.02,126.84,0.0,7353.0,5.0
19540,,23,7,2022,23,2,20.81,90.59,93041.15,1.11,5.02,126.84,0.0,7246.0,5.0
19541,,23,7,2022,23,5,20.73,91.6,93025.94,2.23,5.02,126.84,0.0,6944.0,4.0
19542,,23,7,2022,23,6,20.69,90.97,93015.86,2.79,5.02,126.84,0.0,7246.0,2.0
19543,,23,7,2022,23,7,20.67,90.88,93010.9,3.35,5.02,126.84,0.0,7353.0,5.0
19544,,23,7,2022,23,9,20.64,91.42,93022.97,3.91,5.02,126.84,0.0,6579.0,5.0
19545,,24,7,2022,0,2,20.54,92.16,93000.02,1.11,5.02,126.28,0.0,6944.0,4.0
19546,,24,7,2022,0,3,20.5,92.1,92981.19,1.67,5.02,126.28,0.0,6579.0,4.0
19547,,24,7,2022,0,6,20.43,92.82,92972.74,2.79,5.02,126.28,0.0,7353.0,5.0
19548,,24,7,2022,0,8,20.38,92.8,92969.07,3.35,5.02,126.28,0.0,7246.0,5.0
19549,,24,7,2022,0,10,20.39,93.0,92958.27,4.47,5.02,126.28,0.0,6757.0,4.0
19550,,24,7,2022,1,8,20.45,93.69,92907.26,3.35,5.02,125.72,0.0,6494.0,5.0
19551,,24,7,2022,2,5,20.43,95.02,92885.89,2.23,4.47,124.61,0.0,6757.0,4.0
19552,,24,7,2022,2,10,20.17,97.18,92886.87,4.47,4.47,124.61,0.0,6494.0,4.0
19553,,24,7,2022,3,7,20.14,97.46,92880.67,2.79,5.02,124.05,0.0,6494.0,5.0
19554,,24,7,2022,3,11,20.11,97.28,92863.67,4.47,5.02,124.05,0.0,6579.0,5.0
19555,,24,7,2022,4,4,20.05,97.19,92864.0,1.67,5.02,123.49,0.0,6494.0,8.0
19556,,24,7,2022,4,7,20.12,97.03,92868.59,2.79,5.02,123.49,0.0,6667.0,0.0
19557,,24,7,2022,13,10,24.0,77.42,92893.76,3.91,5.02,116.23,0.0,6494.0,5477.0
19558,,25,7,2022,9,12,24.94,78.26,93159.47,5.02,4.47,110.08,0.0,6757.0,12004.0
19559,,25,7,2022,10,10,27.15,67.08,93150.78,3.91,5.02,110.08,0.0,6757.0,1882.0
19560,,25,7,2022,12,3,27.4,64.8,93117.81,1.11,5.02,110.08,0.0,7042.0,1340.0
19561,,25,7,2022,12,5,28.34,61.97,93096.35,2.23,5.02,110.08,0.0,6944.0,2520.0
19562,,25,7,2022,15,6,27.86,63.68,92939.24,2.23,5.02,110.64,0.0,7042.0,14177.0
19563,,25,7,2022,15,9,26.98,67.55,92941.61,3.35,5.02,110.64,0.0,7042.0,6767.0
19564,,25,7,2022,15,11,26.96,66.63,92921.31,4.47,5.02,110.64,0.0,7143.0,2171.0
19565,,25,7,2022,16,4,26.2,69.49,92910.47,1.67,4.47,110.08,0.0,7143.0,10748.0
19566,,25,7,2022,16,5,26.29,68.27,92910.31,2.23,4.47,110.08,0.0,7143.0,14634.0
19567,,25,7,2022,16,9,25.44,69.22,92915.84,3.91,4.47,110.08,0.0,7143.0,14831.0
19568,,25,7,2022,17,3,25.02,71.96,92909.99,1.11,5.02,110.08,0.0,7042.0,12147.0
19569,,25,7,2022,17,6,24.61,71.39,92926.94,2.23,5.02,110.08,0.0,7143.0,10803.0
19570,,25,7,2022,17,8,24.2,73.2,92958.84,3.35,5.02,110.08,0.0,7143.0,9337.0
19571,,25,7,2022,17,10,24.07,73.98,92955.84,3.91,5.02,110.08,0.0,7042.0,9783.0
19572,,25,7,2022,17,11,23.87,75.97,92954.76,4.47,5.02,110.08,0.0,7143.0,8003.0
19573,,25,7,2022,18,5,23.14,81.29,92984.69,2.23,4.47,110.08,0.0,7143.0,2442.0
19574,,25,7,2022,18,10,22.68,85.24,93002.89,4.47,4.47,110.08,0.0,7143.0,526.0
19575,,25,7,2022,18,12,22.57,86.54,93000.55,5.02,4.47,110.08,0.0,7042.0,315.0
19576,,25,7,2022,19,1,22.44,86.66,93002.03,0.55,5.02,110.08,0.0,7143.0,137.0
19577,,25,7,2022,19,10,22.26,87.79,93065.19,3.91,5.02,110.08,0.0,7042.0,5.0
19578,,26,7,2022,12,4,28.79,57.66,93202.86,1.67,5.02,110.64,0.0,6494.0,567.0
19579,,26,7,2022,12,10,28.07,58.97,93189.82,3.91,5.02,110.64,0.0,6494.0,2816.0
19580,,26,7,2022,13,1,28.21,57.54,93167.72,0.55,4.47,110.08,0.0,6579.0,2308.0
19581,,26,7,2022,13,6,28.34,59.61,93126.15,2.79,4.47,110.08,0.0,6494.0,1222.0
19582,,26,7,2022,13,9,28.32,60.29,93116.37,3.91,4.47,110.08,0.0,6494.0,2596.0
19583,,27,7,2022,11,1,27.84,65.15,93188.69,0.55,5.02,110.08,0.0,6329.0,13590.0
19584,,27,7,2022,11,4,27.55,67.53,93175.72,1.67,5.02,110.08,0.0,6410.0,4009.0
19585,,27,7,2022,11,10,28.45,55.98,93166.6,3.91,5.02,110.08,0.0,6410.0,3399.0
19586,,27,7,2022,12,2,29.32,55.56,93151.47,1.11,4.47,110.08,0.0,6757.0,5377.0
