ttime,pm1,pm2,pm3,am,sm,st,lum
2022-09-16 16:41:32,2.23,2.23,54.76,4.0,6849.0,26.42,3216.0
2022-09-16 16:55:30,2.79,2.23,54.76,4.8,6757.0,26.44,1108.0
2022-09-16 17:09:30,0.55,2.79,55.32,2.4,6944.0,26.47,2318.0
2022-09-16 17:23:30,1.11,2.79,55.32,1.6,6944.0,26.5,3913.0
2022-09-16 17:37:30,1.67,2.79,55.32,4.8,6849.0,26.53,2628.0
2022-09-16 17:51:31,2.23,2.79,55.32,2.4,6849.0,26.55,2099.0
2022-09-16 18:05:31,0.55,2.23,55.32,4.8,6944.0,26.58,1194.0
2022-09-16 18:19:31,1.11,2.23,55.32,2.4,6944.0,26.6,459.0
2022-09-16 18:33:30,1.67,2.23,55.32,1.6,6757.0,26.62,75.0
2022-09-16 18:47:30,2.23,2.23,55.32,4.8,6849.0,26.63,3.0
2022-09-16 19:01:31,0.55,2.23,54.76,1.6,6757.0,26.65,1.0
2022-09-16 19:15:30,1.11,2.23,54.76,4.8,6849.0,26.66,1.0
2022-09-16 19:29:37,1.67,2.23,54.76,3.2,6849.0,26.68,1.0
2022-09-16 19:43:31,2.23,2.23,54.76,2.4,6849.0,26.68,1.0
2022-09-16 19:57:31,2.79,2.23,54.76,0.8,6757.0,26.68,1.0
2022-09-16 20:11:31,0.55,2.79,55.32,1.6,6757.0,26.69,1.0
2022-09-16 20:25:31,1.11,2.79,55.32,4.8,6757.0,26.69,1.0
2022-09-16 20:39:31,1.67,2.79,55.32,3.2,6849.0,26.69,1.0
2022-09-16 20:53:31,2.23,2.79,55.32,0.8,6757.0,26.69,1.0
2022-09-16 21:07:31,0.55,2.23,55.32,1.6,6757.0,26.69,1.0
2022-09-16 21:21:31,1.11,2.23,55.32,1.6,6849.0,26.68,1.0
2022-09-16 21:35:31,1.67,2.23,55.32,1.6,6757.0,26.68,1.0
2022-09-16 21:49:31,2.23,2.23,55.32,0.8,6849.0,26.68,1.0
2022-09-16 22:03:31,0.55,2.23,54.76,0.8,6849.0,26.67,1.0
2022-09-16 22:17:31,1.11,2.23,54.76,4.0,6757.0,26.66,1.0
2022-09-16 22:31:32,1.67,2.23,54.76,1.6,6849.0,26.65,1.0
2022-09-16 22:45:32,2.23,2.23,54.76,0.8,6757.0,26.63,1.0
2022-09-16 22:59:43,0.55,2.23,54.76,0.0,6757.0,26.62,1.0
2022-09-16 23:13:32,1.11,2.23,54.76,0.8,6849.0,26.61,1.0
2022-09-16 23:27:32,1.67,2.23,54.76,0.0,6757.0,26.6,1.0
2022-09-16 23:41:32,2.23,2.23,54.76,1.6,6849.0,26.58,1.0
2022-09-16 23:55:32,2.79,2.23,54.76,2.4,6757.0,26.57,1.0
2022-09-17 00:09:32,0.55,2.79,55.32,0.8,6757.0,26.55,1.0
2022-09-17 00:23:34,1.11,2.79,55.32,1.6,6757.0,26.55,1.0
2022-09-17 00:37:32,1.67,2.79,55.32,0.0,6757.0,26.53,1.0
2022-09-17 00:51:32,2.23,2.79,55.32,2.4,6849.0,26.51,1.0
2022-09-17 01:05:32,0.55,2.23,55.32,4.8,6757.0,26.5,1.0
2022-09-17 01:19:33,1.11,2.23,55.32,4.8,6849.0,26.49,1.0
2022-09-17 01:33:32,1.67,2.23,55.32,0.8,6849.0,26.47,1.0
2022-09-17 01:47:32,2.23,2.23,55.32,4.0,6849.0,26.45,1.0
2022-09-17 02:01:32,0.55,2.23,54.76,0.8,6849.0,26.43,1.0
2022-09-17 02:15:32,1.11,2.23,54.76,4.0,6849.0,26.43,1.0
2022-09-17 02:29:32,1.67,2.23,54.76,3.2,6849.0,26.41,1.0
2022-09-17 02:43:33,2.23,2.23,54.76,2.4,6849.0,26.39,1.0
2022-09-17 02:57:33,2.79,2.23,54.76,3.2,6757.0,26.37,1.0
2022-09-17 03:11:33,0.55,2.79,55.32,2.4,6849.0,26.36,1.0
2022-09-17 03:25:32,1.11,2.79,55.32,1.6,6849.0,26.35,1.0
2022-09-17 03:39:33,1.67,2.79,55.32,2.4,6849.0,26.33,1.0
2022-09-17 03:53:33,2.23,2.79,55.32,1.6,6849.0,26.31,1.0
2022-09-17 04:07:33,0.55,2.23,55.32,0.0,6849.0,26.3,1.0
2022-09-17 04:21:33,1.11,2.23,55.32,4.0,6757.0,26.28,1.0
2022-09-17 04:35:33,1.67,2.23,55.32,0.0,6757.0,26.26,1.0
2022-09-17 04:49:33,2.23,2.23,55.32,1.6,6849.0,26.24,1.0
2022-09-17 05:03:34,0.55,2.23,54.76,2.4,6757.0,26.24,1.0
2022-09-17 05:17:33,1.11,2.23,54.76,2.4,6757.0,26.22,1.0
2022-09-17 05:31:33,1.67,2.23,54.76,0.8,6849.0,26.2,1.0
2022-09-17 05:45:33,2.23,2.23,54.76,3.2,6849.0,26.18,1.0
2022-09-17 05:59:33,0.55,2.23,54.76,2.4,6849.0,26.17,5.0
2022-09-17 06:13:34,1.11,2.23,54.76,2.4,6849.0,26.15,173.0
2022-09-17 06:27:34,1.67,2.23,54.76,5.6,6757.0,26.13,575.0
2022-09-17 06:41:34,2.23,2.23,54.76,2.4,6757.0,26.12,2971.0
2022-09-17 06:55:34,2.79,2.23,54.76,1.6,6757.0,26.11,8013.0
2022-09-17 07:09:34,0.55,2.79,55.32,0.8,6757.0,26.09,15593.0
2022-09-17 07:23:34,1.11,2.79,55.32,1.6,6667.0,26.08,11500.0
2022-09-17 07:37:34,1.67,2.79,55.32,0.8,6757.0,26.06,8725.0
2022-09-17 07:51:36,2.23,2.79,55.32,6.4,6667.0,26.05,6013.0
2022-09-17 08:05:36,0.55,2.23,55.32,6.4,6667.0,26.05,14477.0
2022-09-17 08:19:37,1.11,2.23,55.32,2.4,6667.0,26.03,15122.0
2022-09-17 08:33:34,1.67,2.23,55.32,0.8,6667.0,26.01,14237.0
2022-09-17 08:47:32,2.23,2.23,55.32,2.4,6667.0,25.99,13060.0
2022-09-17 09:01:33,0.55,2.23,54.76,0.8,6757.0,25.98,16035.0
2022-09-17 09:15:33,1.11,2.23,54.76,3.2,6757.0,25.97,2307.0
2022-09-17 09:29:33,1.67,2.23,54.76,2.4,6667.0,25.97,9746.0
2022-09-17 09:43:34,2.23,2.23,54.76,3.2,6757.0,25.95,2279.0
2022-09-17 09:57:34,2.79,2.23,54.76,2.4,6579.0,25.95,384.0
2022-09-17 10:11:33,0.55,2.79,55.32,6.4,6757.0,25.95,8483.0
2022-09-17 10:25:33,1.11,2.79,55.32,4.0,6757.0,25.94,6772.0
2022-09-17 10:39:33,1.67,2.79,55.32,1.6,6757.0,25.94,384.0
2022-09-17 10:53:33,2.23,2.79,55.32,5.6,6667.0,25.93,12402.0
2022-09-17 11:07:34,0.55,2.23,55.32,2.4,6667.0,25.94,8580.0
2022-09-17 11:21:34,1.11,2.23,55.32,6.4,6757.0,25.94,384.0
2022-09-17 11:35:35,1.67,2.23,55.32,4.8,6667.0,25.95,4702.0
2022-09-17 11:49:34,2.23,2.23,55.32,2.4,6667.0,25.95,4870.0
2022-09-17 12:03:35,0.55,2.23,54.76,4.0,6757.0,25.97,2403.0
2022-09-17 12:17:32,1.11,2.23,54.76,4.0,6667.0,25.98,10785.0
2022-09-17 12:31:34,1.67,2.23,54.76,8.0,6757.0,26.01,11540.0
2022-09-17 12:45:35,2.23,2.23,54.76,2.4,6757.0,26.03,9186.0
2022-09-17 12:59:34,0.55,2.23,54.76,5.6,6757.0,26.05,12223.0
2022-09-17 13:27:34,1.67,2.23,54.76,7.2,6667.0,26.11,7429.0
2022-09-17 13:55:34,2.79,2.23,54.76,5.6,6757.0,26.18,14582.0
2022-09-17 14:23:34,1.11,2.79,55.32,5.6,6667.0,26.27,8012.0
2022-09-17 14:37:35,1.67,2.79,55.32,7.2,6667.0,26.31,9560.0
2022-09-17 14:51:35,2.23,2.79,55.32,1.6,6667.0,26.36,7541.0
2022-09-17 15:05:35,0.55,2.23,55.32,3.2,6849.0,26.41,6790.0
2022-09-17 15:19:35,1.11,2.23,55.32,7.2,6849.0,26.46,5806.0
2022-09-17 15:33:35,1.67,2.23,55.32,4.8,6757.0,26.51,5679.0
2022-09-17 16:01:34,0.55,2.23,54.76,6.4,6757.0,26.62,6144.0
2022-09-17 16:29:35,1.67,2.23,54.76,5.6,6849.0,26.72,6157.0
2022-09-17 16:43:35,2.23,2.23,54.76,2.4,6757.0,26.77,6808.0
2022-09-17 16:57:35,2.79,2.23,54.76,5.6,6849.0,26.81,5265.0
2022-09-17 17:11:35,0.55,2.79,55.32,3.2,6757.0,26.87,4770.0
2022-09-17 17:25:37,1.11,2.79,55.32,0.8,6944.0,26.92,4181.0
2022-09-17 17:39:34,1.67,2.79,55.32,8.0,6944.0,26.97,3414.0
2022-09-17 17:53:35,2.23,2.79,55.32,4.0,6944.0,27.01,2669.0
2022-09-17 18:07:40,0.55,2.23,55.32,1.6,6944.0,27.05,1695.0
2022-09-17 18:21:36,1.11,2.23,55.32,4.0,6849.0,27.09,648.0
2022-09-17 18:35:36,1.67,2.23,55.32,3.2,6944.0,27.13,94.0
2022-09-17 18:49:36,2.23,2.23,55.32,2.4,6849.0,27.16,3.0
2022-09-17 19:03:38,0.55,2.23,54.76,3.2,6944.0,27.19,1.0
2022-09-17 19:17:36,1.11,2.23,54.76,3.2,6944.0,27.22,1.0
2022-09-17 19:31:36,1.67,2.23,54.76,2.4,6944.0,27.25,1.0
2022-09-17 19:45:36,2.23,2.23,54.76,0.8,6944.0,27.26,1.0
2022-09-17 19:59:36,0.55,2.23,54.76,3.2,6944.0,27.28,1.0
2022-09-17 20:13:36,1.11,2.23,54.76,3.2,6944.0,27.3,1.0
2022-09-17 20:27:36,1.67,2.23,54.76,2.4,6849.0,27.3,1.0
2022-09-17 20:41:37,2.23,2.23,54.76,4.0,6944.0,27.31,1.0
2022-09-17 20:55:37,2.79,2.23,54.76,2.4,6849.0,27.31,1.0
2022-09-17 21:09:36,0.55,2.79,55.32,1.6,6944.0,27.32,1.0
2022-09-17 21:23:37,1.11,2.79,55.32,1.6,6849.0,27.31,1.0
2022-09-17 21:37:37,1.67,2.79,55.32,0.8,6849.0,27.31,1.0
2022-09-17 21:51:37,2.23,2.79,55.32,2.4,6849.0,27.3,1.0
2022-09-17 22:05:38,0.55,2.23,55.32,1.6,6944.0,27.29,1.0
2022-09-17 22:19:43,1.11,2.23,55.32,1.6,6944.0,27.28,1.0
2022-09-17 22:33:37,1.67,2.23,55.32,0.8,6944.0,27.27,1.0
2022-09-17 22:47:37,2.23,2.23,55.32,2.4,6944.0,27.26,1.0
2022-09-17 23:01:36,0.55,2.23,54.76,6.4,6944.0,27.24,1.0
2022-09-17 23:15:39,1.11,2.23,54.76,0.8,6849.0,27.23,1.0
2022-09-17 23:29:37,1.67,2.23,54.76,1.6,6944.0,27.21,1.0
2022-09-17 23:43:37,2.23,2.23,54.76,0.8,6944.0,27.19,1.0
2022-09-17 23:57:37,2.79,2.23,54.76,2.4,6849.0,27.17,1.0
2022-09-18 00:11:37,0.55,2.79,55.32,0.8,6849.0,27.15,1.0
2022-09-18 00:25:37,1.11,2.79,55.32,0.8,6849.0,27.13,1.0
2022-09-18 00:39:37,1.67,2.79,55.32,2.4,6757.0,27.12,1.0
2022-09-18 00:53:37,2.23,2.79,55.32,4.0,6849.0,27.09,1.0
2022-09-18 01:07:37,0.55,2.23,55.32,3.2,6849.0,27.07,1.0
2022-09-18 01:21:37,1.11,2.23,55.32,0.8,6849.0,27.06,1.0
2022-09-18 01:35:38,1.67,2.23,55.32,4.0,6849.0,27.03,1.0
2022-09-18 01:49:38,2.23,2.23,55.32,3.2,6849.0,27.01,1.0
2022-09-18 02:03:38,0.55,2.23,54.76,1.6,6757.0,26.99,1.0
2022-09-18 02:17:37,1.11,2.23,54.76,2.4,6849.0,26.97,1.0
2022-09-18 02:31:40,1.67,2.23,54.76,0.8,6849.0,26.94,1.0
2022-09-18 02:45:38,2.23,2.23,54.76,5.6,6849.0,26.93,1.0
2022-09-18 02:59:39,0.55,2.23,54.76,0.8,6849.0,26.9,1.0
2022-09-18 03:13:38,1.11,2.23,54.76,0.8,6849.0,26.88,1.0
2022-09-18 03:27:38,1.67,2.23,54.76,3.2,6849.0,26.86,1.0
2022-09-18 03:41:38,2.23,2.23,54.76,2.4,6849.0,26.84,1.0
2022-09-18 03:55:38,2.79,2.23,54.76,2.4,6849.0,26.81,1.0
2022-09-18 04:09:38,0.55,2.79,55.32,0.0,6667.0,26.8,1.0
2022-09-18 04:23:38,1.11,2.79,55.32,2.4,6849.0,26.77,1.0
2022-09-18 04:37:39,1.67,2.79,55.32,0.8,6849.0,26.75,1.0
2022-09-18 04:51:39,2.23,2.79,55.32,0.0,6757.0,26.74,1.0
2022-09-18 05:05:39,0.55,2.23,55.32,3.2,6757.0,26.71,1.0
2022-09-18 05:19:39,1.11,2.23,55.32,1.6,6757.0,26.69,1.0
2022-09-18 05:33:39,1.67,2.23,55.32,1.6,6667.0,26.67,1.0
2022-09-18 05:47:38,2.23,2.23,55.32,0.8,6667.0,26.65,1.0
2022-09-18 06:01:37,0.55,2.23,54.76,2.4,6667.0,26.63,24.0
2022-09-18 06:15:39,1.11,2.23,54.76,2.4,6667.0,26.61,227.0
2022-09-18 06:29:39,1.67,2.23,54.76,2.4,6757.0,26.59,1670.0
2022-09-18 06:43:39,2.23,2.23,54.76,1.6,6667.0,26.57,5158.0
2022-09-18 06:57:39,2.79,2.23,54.76,1.6,6667.0,26.55,10222.0
2022-09-18 07:11:39,0.55,2.79,55.32,0.8,6757.0,26.54,4469.0
2022-09-18 07:25:39,1.11,2.79,55.32,4.0,6757.0,26.52,14767.0
2022-09-18 07:39:39,1.67,2.79,55.32,1.6,6667.0,26.5,16687.0
2022-09-18 07:53:39,2.23,2.79,55.32,3.2,6667.0,26.49,14105.0
2022-09-18 08:07:39,0.55,2.23,55.32,2.4,6757.0,26.46,7939.0
2022-09-18 08:21:39,1.11,2.23,55.32,2.4,6757.0,26.44,15169.0
2022-09-18 08:35:42,1.67,2.23,55.32,1.6,6757.0,26.43,16248.0
2022-09-18 08:49:40,2.23,2.23,55.32,2.4,6757.0,26.42,6835.0
2022-09-18 09:03:40,0.55,2.23,54.76,6.4,6667.0,26.4,8008.0
2022-09-18 09:17:40,1.11,2.23,54.76,4.0,6667.0,26.38,13594.0
2022-09-18 09:31:43,1.67,2.23,54.76,3.2,6757.0,26.36,582.0
2022-09-18 09:45:40,2.23,2.23,54.76,5.6,6667.0,26.35,14794.0
2022-09-18 09:59:42,0.55,2.23,54.76,2.4,6667.0,26.33,10190.0
2022-09-18 10:13:41,1.11,2.23,54.76,3.2,6667.0,26.32,10327.0
2022-09-18 10:27:42,1.67,2.23,54.76,4.0,6579.0,26.31,6093.0
2022-09-18 10:41:41,2.23,2.23,54.76,1.6,6579.0,26.31,457.0
2022-09-18 10:55:40,2.79,2.23,54.76,6.4,6494.0,26.3,3811.0
2022-09-18 11:09:40,0.55,2.79,55.32,0.8,6494.0,26.3,4305.0
2022-09-18 11:23:40,1.11,2.79,55.32,4.8,6494.0,26.3,384.0
2022-09-18 11:51:43,2.23,2.79,55.32,1.6,6494.0,26.3,14949.0
2022-09-18 12:05:41,0.55,2.23,55.32,4.0,6494.0,26.31,6336.0
2022-09-18 12:19:41,1.11,2.23,55.32,6.4,6579.0,26.32,10149.0
2022-09-18 12:33:41,1.67,2.23,55.32,4.8,6494.0,26.33,7281.0
2022-09-18 12:47:40,2.23,2.23,55.32,5.6,6494.0,26.35,7422.0
2022-09-18 13:01:40,0.55,2.23,54.76,3.2,6579.0,26.35,7411.0
2022-09-18 13:15:41,1.11,2.23,54.76,1.6,6579.0,26.36,5528.0
2022-09-18 13:29:40,1.67,2.23,54.76,0.8,6579.0,26.39,1157.0
2022-09-18 13:43:42,2.23,2.23,54.76,3.2,6579.0,26.42,11902.0
2022-09-18 14:11:44,0.55,2.79,55.32,2.4,6667.0,26.48,10624.0
2022-09-18 14:25:43,1.11,2.79,55.32,3.2,6579.0,26.51,13941.0
2022-09-18 14:53:55,2.23,2.79,55.32,3.2,6667.0,26.59,13564.0
2022-09-18 15:07:41,0.55,2.23,55.32,3.2,6667.0,26.62,11164.0
2022-09-18 15:21:42,1.11,2.23,55.32,8.0,6667.0,26.67,10033.0
2022-09-18 15:35:41,1.67,2.23,55.32,2.4,6579.0,26.71,11191.0
2022-09-18 15:49:41,2.23,2.23,55.32,3.2,6667.0,26.74,7931.0
2022-09-18 16:17:40,1.11,2.23,54.76,3.2,6757.0,26.83,7687.0
2022-09-18 16:31:41,1.67,2.23,54.76,4.0,6579.0,26.87,7462.0
2022-09-18 16:45:41,2.23,2.23,54.76,8.0,6757.0,26.91,5816.0
2022-09-18 16:59:41,0.55,2.23,54.76,2.4,6757.0,26.94,4260.0
2022-09-18 17:13:41,1.11,2.23,54.76,0.8,6757.0,26.98,5962.0
2022-09-18 17:27:42,1.67,2.23,54.76,0.0,6667.0,27.01,2799.0
2022-09-18 17:41:43,2.23,2.23,54.76,3.2,6757.0,27.05,4694.0
2022-09-18 17:55:42,2.79,2.23,54.76,4.0,6757.0,27.08,2197.0
2022-09-18 18:09:42,0.55,2.79,55.32,1.6,6757.0,27.11,1204.0
2022-09-18 18:23:43,1.11,2.79,55.32,4.8,6667.0,27.13,423.0
2022-09-18 18:37:41,1.67,2.79,55.32,2.4,6667.0,27.16,45.0
2022-09-18 18:51:42,2.23,2.79,55.32,4.0,6757.0,27.19,2.0
2022-09-18 19:05:42,0.55,2.23,55.32,4.0,6757.0,27.21,1.0
2022-09-18 19:19:42,1.11,2.23,55.32,4.0,6757.0,27.23,1.0
2022-09-18 19:33:43,1.67,2.23,55.32,3.2,6757.0,27.25,1.0
2022-09-18 19:47:42,2.23,2.23,55.32,2.4,6667.0,27.26,1.0
2022-09-18 20:01:42,0.55,2.23,54.76,0.8,6757.0,27.27,1.0
2022-09-18 20:15:43,1.11,2.23,54.76,1.6,6579.0,27.28,1.0
2022-09-18 20:29:42,1.67,2.23,54.76,0.8,6579.0,27.28,1.0
2022-09-18 20:43:43,2.23,2.23,54.76,2.4,6667.0,27.29,1.0
2022-09-18 20:57:44,2.79,2.23,54.76,0.8,6579.0,27.29,1.0
2022-09-18 21:11:44,0.55,2.79,55.32,0.8,6667.0,27.29,1.0
2022-09-18 21:25:42,1.11,2.79,55.32,0.8,6667.0,27.29,1.0
2022-09-18 21:39:43,1.67,2.79,55.32,0.8,6667.0,27.28,1.0
2022-09-18 21:53:43,2.23,2.79,55.32,0.0,6579.0,27.27,1.0
2022-09-18 22:07:44,0.55,2.23,55.32,0.0,6579.0,27.27,1.0
2022-09-18 22:21:44,1.11,2.23,55.32,0.0,6579.0,27.26,1.0
2022-09-18 22:35:45,1.67,2.23,55.32,0.8,6579.0,27.26,1.0
2022-09-18 22:49:43,2.23,2.23,55.32,0.0,6579.0,27.24,1.0
2022-09-18 23:03:44,0.55,2.23,54.76,0.0,6667.0,27.23,1.0
2022-09-18 23:17:43,1.11,2.23,54.76,1.6,6667.0,27.21,1.0
2022-09-18 23:31:43,1.67,2.23,54.76,0.8,6667.0,27.2,1.0
2022-09-18 23:45:43,2.23,2.23,54.76,1.6,6579.0,27.19,1.0
2022-09-18 23:59:43,0.55,2.23,54.76,2.4,6667.0,27.17,1.0
2022-09-19 00:13:43,1.11,2.23,54.76,3.2,6667.0,27.16,1.0
2022-09-19 00:27:44,1.67,2.23,54.76,0.0,6667.0,27.14,1.0
2022-09-19 00:41:44,2.23,2.23,54.76,1.6,6579.0,27.13,1.0
2022-09-19 00:55:42,2.79,2.23,54.76,1.6,6579.0,27.1,1.0
2022-09-19 01:09:44,0.55,2.79,55.32,0.8,6667.0,27.08,1.0
2022-09-19 01:23:44,1.11,2.79,55.32,3.2,6579.0,27.06,1.0
2022-09-19 01:37:44,1.67,2.79,55.32,2.4,6667.0,27.05,1.0
2022-09-19 01:51:44,2.23,2.79,55.32,2.4,6579.0,27.03,1.0
2022-09-19 02:05:44,0.55,2.23,55.32,1.6,6667.0,27.0,1.0
2022-09-19 02:19:44,1.11,2.23,55.32,1.6,6667.0,26.99,1.0
2022-09-19 02:33:46,1.67,2.23,55.32,4.8,6667.0,26.97,1.0
2022-09-19 02:47:43,2.23,2.23,55.32,3.2,6667.0,26.94,1.0
2022-09-19 03:01:44,0.55,2.23,54.76,4.0,6667.0,26.93,1.0
2022-09-19 03:15:44,1.11,2.23,54.76,2.4,6667.0,26.9,1.0
2022-09-19 03:29:44,1.67,2.23,54.76,0.8,6579.0,26.88,1.0
2022-09-19 03:43:44,2.23,2.23,54.76,0.8,6667.0,26.86,1.0
2022-09-19 03:57:44,2.79,2.23,54.76,1.6,6667.0,26.83,1.0
2022-09-19 04:11:45,0.55,2.79,55.32,0.8,6667.0,26.81,1.0
2022-09-19 04:25:44,1.11,2.79,55.32,1.6,6667.0,26.79,1.0
2022-09-19 04:39:44,1.67,2.79,55.32,1.6,6579.0,26.76,1.0
2022-09-19 04:53:44,2.23,2.79,55.32,4.0,6667.0,26.74,1.0
2022-09-19 05:07:45,0.55,2.23,55.32,2.4,6579.0,26.72,1.0
2022-09-19 05:21:45,1.11,2.23,55.32,0.0,6667.0,26.69,1.0
2022-09-19 05:35:45,1.67,2.23,55.32,2.4,6494.0,26.67,1.0
2022-09-19 05:49:46,2.23,2.23,55.32,3.2,6494.0,26.64,1.0
2022-09-19 06:03:45,0.55,2.23,54.76,0.0,6494.0,26.62,11.0
2022-09-19 06:17:45,1.11,2.23,54.76,0.8,6494.0,26.59,321.0
2022-09-19 06:31:48,1.67,2.23,54.76,3.2,6579.0,26.57,1415.0
2022-09-19 06:45:45,2.23,2.23,54.76,0.8,6579.0,26.55,2777.0
2022-09-19 06:59:45,0.55,2.23,54.76,1.6,6579.0,26.52,4511.0
2022-09-19 07:13:45,1.11,2.23,54.76,0.0,6494.0,26.49,6396.0
2022-09-19 07:27:45,1.67,2.23,54.76,0.0,6494.0,26.48,10973.0
2022-09-19 07:41:46,2.23,2.23,54.76,1.6,6579.0,26.45,15075.0
2022-09-19 07:55:45,2.79,2.23,54.76,4.8,6494.0,26.43,13840.0
2022-09-19 08:09:46,0.55,2.79,55.32,2.4,6494.0,26.41,8175.0
2022-09-19 08:23:46,1.11,2.79,55.32,0.8,6410.0,26.39,384.0
2022-09-19 08:37:47,1.67,2.79,55.32,1.6,6410.0,26.38,384.0
2022-09-19 08:51:46,2.23,2.79,55.32,4.0,6494.0,26.36,384.0
2022-09-19 09:05:47,0.55,2.23,55.32,2.4,6410.0,26.34,384.0
2022-09-19 09:19:47,1.11,2.23,55.32,3.2,6494.0,26.33,384.0
2022-09-19 09:33:45,1.67,2.23,55.32,1.6,6410.0,26.31,384.0
2022-09-19 09:47:46,2.23,2.23,55.32,5.6,6410.0,26.29,384.0
2022-09-19 10:15:48,1.11,2.23,54.76,0.8,6410.0,26.26,14147.0
2022-09-19 10:29:47,1.67,2.23,54.76,6.4,6410.0,26.24,384.0
2022-09-19 10:43:50,2.23,2.23,54.76,4.0,6494.0,26.24,12075.0
2022-09-19 10:57:46,2.79,2.23,54.76,3.2,6494.0,26.24,384.0
2022-09-19 11:25:48,1.11,2.79,55.32,1.6,6579.0,26.23,418.0
2022-09-19 11:39:46,1.67,2.79,55.32,4.0,6410.0,26.23,577.0
2022-09-19 11:53:47,2.23,2.79,55.32,4.8,6494.0,26.24,4610.0
2022-09-19 12:07:47,0.55,2.23,55.32,4.8,6579.0,26.24,11531.0
2022-09-19 12:35:47,1.67,2.23,55.32,8.0,6410.0,26.28,6728.0
2022-09-19 12:49:47,2.23,2.23,55.32,13.6,6494.0,26.3,9563.0
2022-09-19 13:03:46,0.55,2.23,54.76,4.0,6579.0,26.32,9766.0
2022-09-19 13:17:47,1.11,2.23,54.76,4.0,6494.0,26.34,12824.0
2022-09-19 13:31:48,1.67,2.23,54.76,2.4,6494.0,26.37,6471.0
2022-09-19 13:45:47,2.23,2.23,54.76,4.8,6494.0,26.4,10653.0
2022-09-19 13:59:47,0.55,2.23,54.76,1.6,6494.0,26.44,13075.0
2022-09-19 14:13:47,1.11,2.23,54.76,4.0,6494.0,26.48,12794.0
2022-09-19 14:27:48,1.67,2.23,54.76,3.2,6579.0,26.51,12140.0
2022-09-19 14:55:46,2.79,2.23,54.76,3.2,6579.0,26.59,10893.0
2022-09-19 15:09:48,0.55,2.79,55.32,7.2,6667.0,26.64,11522.0
2022-09-19 15:23:48,1.11,2.79,55.32,3.2,6494.0,26.69,6729.0
2022-09-19 15:37:48,1.67,2.79,55.32,2.4,6667.0,26.74,10521.0
2022-09-19 15:51:48,2.23,2.79,55.32,2.4,6667.0,26.8,10560.0
2022-09-19 16:05:48,0.55,2.23,55.32,7.2,6579.0,26.84,9534.0
2022-09-19 16:19:47,1.11,2.23,55.32,6.4,6667.0,26.87,7509.0
2022-09-19 16:33:47,1.67,2.23,55.32,4.0,6579.0,26.92,7098.0
2022-09-19 16:47:47,2.23,2.23,55.32,0.8,6667.0,26.96,7484.0
2022-09-19 17:01:47,0.55,2.23,54.76,3.2,6579.0,27.0,6806.0
2022-09-19 17:15:48,1.11,2.23,54.76,0.8,6667.0,27.04,5408.0
2022-09-19 17:29:47,1.67,2.23,54.76,2.4,6579.0,27.07,4724.0
2022-09-19 17:43:47,2.23,2.23,54.76,3.2,6667.0,27.11,3627.0
2022-09-19 17:57:48,2.79,2.23,54.76,1.6,6667.0,27.14,2099.0
2022-09-19 18:11:49,0.55,2.79,55.32,1.6,6579.0,27.18,1060.0
2022-09-19 18:25:48,1.11,2.79,55.32,2.4,6667.0,27.2,279.0
2022-09-19 18:39:49,1.67,2.79,55.32,4.0,6667.0,27.22,16.0
2022-09-19 18:53:47,2.23,2.79,55.32,4.8,6667.0,27.25,2.0
2022-09-19 19:07:48,0.55,2.23,55.32,0.8,6667.0,27.26,1.0
2022-09-19 19:21:48,1.11,2.23,55.32,2.4,6667.0,27.28,1.0
2022-09-19 19:35:49,1.67,2.23,55.32,2.4,6757.0,27.3,1.0
2022-09-19 19:49:48,2.23,2.23,55.32,1.6,6757.0,27.31,1.0
2022-09-19 20:03:48,0.55,2.23,54.76,2.4,6667.0,27.32,1.0
2022-09-19 20:17:48,1.11,2.23,54.76,2.4,6667.0,27.32,1.0
2022-09-19 20:31:48,1.67,2.23,54.76,0.0,6667.0,27.32,1.0
2022-09-19 20:45:48,2.23,2.23,54.76,2.4,6757.0,27.32,1.0
2022-09-19 20:59:48,0.55,2.23,54.76,2.4,6667.0,27.32,1.0
2022-09-19 21:13:50,1.11,2.23,54.76,2.4,6667.0,27.32,1.0
2022-09-19 21:27:49,1.67,2.23,54.76,0.8,6757.0,27.31,1.0
2022-09-19 21:41:48,2.23,2.23,54.76,2.4,6667.0,27.3,1.0
2022-09-19 21:55:49,2.79,2.23,54.76,0.8,6757.0,27.29,1.0
2022-09-19 22:09:49,0.55,2.79,55.32,2.4,6667.0,27.27,1.0
2022-09-19 22:23:49,1.11,2.79,55.32,2.4,6667.0,27.26,1.0
2022-09-19 22:37:49,1.67,2.79,55.32,1.6,6757.0,27.25,1.0
2022-09-19 22:51:49,2.23,2.79,55.32,1.6,6579.0,27.23,1.0
2022-09-19 23:05:49,0.55,2.23,55.32,0.0,6667.0,27.21,1.0
2022-09-19 23:19:49,1.11,2.23,55.32,4.0,6579.0,27.19,1.0
2022-09-19 23:33:49,1.67,2.23,55.32,1.6,6667.0,27.18,1.0
2022-09-19 23:47:51,2.23,2.23,55.32,1.6,6667.0,27.15,1.0
2022-09-20 00:01:49,0.55,2.23,54.76,3.2,6667.0,27.13,1.0
2022-09-20 00:15:49,1.11,2.23,54.76,4.0,6667.0,27.11,1.0
