,pm1,pm2,pm3,am,sm,st,lum,day,Month,year,hour,min
9657,1.67,2.23,51.4,4.0,2890.0,27.81,9066.0,27,9,2022,14,9
9658,2.23,2.23,51.4,1.6,2890.0,27.86,10459.0,27,9,2022,14,12
9659,0.55,2.23,51.4,4.0,2907.0,27.93,8575.0,27,9,2022,15,3
9660,1.11,2.23,51.4,1.6,2890.0,27.99,7248.0,27,9,2022,15,6
9661,1.67,2.23,51.4,3.2,2890.0,28.05,6424.0,27,9,2022,15,9
9662,2.23,2.23,51.4,4.0,2907.0,28.12,6986.0,27,9,2022,15,12
9663,0.55,2.23,51.4,3.2,2890.0,28.19,7475.0,27,9,2022,16,3
9664,1.11,2.23,51.4,8.8,2907.0,28.25,6851.0,27,9,2022,16,6
9665,1.67,2.23,51.4,2.4,2874.0,28.32,6320.0,27,9,2022,16,9
9666,2.23,2.23,51.4,2.4,2890.0,28.38,5344.0,27,9,2022,16,12
9667,0.55,2.23,51.4,0.8,2857.0,28.44,4675.0,27,9,2022,17,3
9668,1.11,2.23,51.4,0.8,2874.0,28.51,3964.0,27,9,2022,17,6
9669,2.23,2.23,51.4,0.8,2874.0,28.61,1668.0,27,9,2022,17,12
9670,0.55,2.23,51.4,0.0,2841.0,28.66,528.0,27,9,2022,18,3
9671,1.11,2.23,51.4,1.6,2857.0,28.71,68.0,27,9,2022,18,6
9672,1.67,2.23,51.4,2.4,2841.0,28.74,2.0,27,9,2022,18,9
9673,2.23,2.23,51.4,0.8,2841.0,28.77,1.0,27,9,2022,18,12
9674,0.55,2.23,51.4,0.8,2825.0,28.8,1.0,27,9,2022,19,3
9675,1.11,2.23,51.4,0.8,2825.0,28.83,1.0,27,9,2022,19,6
9676,1.67,2.23,51.4,1.6,2809.0,28.85,1.0,27,9,2022,19,9
9677,2.23,2.23,51.4,0.8,2809.0,28.86,1.0,27,9,2022,19,12
9678,0.55,2.23,51.4,0.0,2809.0,28.87,1.0,27,9,2022,20,3
9679,1.11,2.23,51.4,0.0,2793.0,28.88,1.0,27,9,2022,20,6
9680,1.67,2.23,51.4,1.6,2793.0,28.88,1.0,27,9,2022,20,9
9681,2.23,2.23,51.4,0.8,2793.0,28.89,1.0,27,9,2022,20,12
9682,0.55,2.23,51.4,0.8,2793.0,28.88,1.0,27,9,2022,21,3
9683,1.11,2.23,51.4,1.6,2778.0,28.87,1.0,27,9,2022,21,6
9684,1.67,2.23,51.4,0.0,2778.0,28.86,1.0,27,9,2022,21,9
9685,2.23,2.23,51.4,2.4,2762.0,28.85,1.0,27,9,2022,21,12
9686,0.55,2.23,51.4,1.6,2762.0,28.84,1.0,27,9,2022,22,3
9687,1.11,2.23,51.4,2.4,2762.0,28.82,1.0,27,9,2022,22,6
9688,1.67,2.23,51.4,2.4,2747.0,28.8,1.0,27,9,2022,22,9
9689,2.23,2.23,51.4,0.8,2732.0,28.78,1.0,27,9,2022,22,12
9690,0.55,2.23,51.4,0.0,2732.0,28.76,1.0,27,9,2022,23,3
9691,1.11,2.23,51.4,2.4,2732.0,28.73,1.0,27,9,2022,23,6
9692,1.67,2.23,51.4,2.4,2732.0,28.71,1.0,27,9,2022,23,9
9693,2.23,2.23,51.4,1.6,2732.0,28.69,1.0,27,9,2022,23,12
9694,0.55,2.23,51.4,0.8,2717.0,28.66,1.0,28,9,2022,0,3
9695,1.11,2.23,51.4,1.6,2717.0,28.64,1.0,28,9,2022,0,6
9696,1.67,2.23,51.4,1.6,2703.0,28.6,1.0,28,9,2022,0,9
9697,2.23,2.23,51.4,0.0,2703.0,28.57,1.0,28,9,2022,0,12
9698,0.55,2.23,51.4,2.4,2688.0,28.55,1.0,28,9,2022,1,3
9699,1.11,2.23,51.4,0.8,2688.0,28.51,1.0,28,9,2022,1,6
9700,1.67,2.23,51.4,4.0,2688.0,28.49,1.0,28,9,2022,1,9
9701,2.23,2.23,51.4,2.4,2674.0,28.45,1.0,28,9,2022,1,12
9702,0.55,2.23,51.4,1.6,2674.0,28.43,1.0,28,9,2022,2,3
9703,1.11,2.23,51.4,0.0,2660.0,28.39,1.0,28,9,2022,2,6
9704,1.67,2.23,51.4,1.6,2674.0,28.36,1.0,28,9,2022,2,9
9705,2.23,2.23,51.4,2.4,2660.0,28.33,1.0,28,9,2022,2,12
9706,0.55,2.23,51.4,0.8,2660.0,28.3,1.0,28,9,2022,3,3
9707,1.11,2.23,51.4,0.8,2646.0,28.27,1.0,28,9,2022,3,6
9708,1.67,2.23,51.4,0.0,2646.0,28.24,1.0,28,9,2022,3,9
9709,2.23,2.23,51.4,1.6,2646.0,28.21,1.0,28,9,2022,3,12
9710,0.55,2.23,51.4,0.0,2632.0,28.17,1.0,28,9,2022,4,3
9711,1.11,2.23,51.4,0.0,2632.0,28.15,1.0,28,9,2022,4,6
9712,1.67,2.23,51.4,0.0,2632.0,28.11,1.0,28,9,2022,4,9
9713,2.23,2.23,51.4,0.0,2618.0,28.08,1.0,28,9,2022,4,12
9714,0.55,2.23,51.4,0.0,2604.0,28.05,1.0,28,9,2022,5,3
9715,1.11,2.23,51.4,0.0,2618.0,28.02,1.0,28,9,2022,5,6
9716,1.67,2.23,51.4,0.0,2591.0,27.99,1.0,28,9,2022,5,9
9717,2.23,2.23,51.4,1.6,2604.0,27.96,4.0,28,9,2022,5,12
9718,0.55,2.23,51.4,0.0,2591.0,27.93,170.0,28,9,2022,6,3
9719,1.11,2.23,51.4,0.8,2591.0,27.91,1075.0,28,9,2022,6,6
9720,1.67,2.23,51.4,3.2,2577.0,27.88,4628.0,28,9,2022,6,9
9721,2.23,2.23,51.4,0.8,2591.0,27.84,9587.0,28,9,2022,6,12
9722,0.55,2.23,51.4,3.2,2591.0,27.82,15243.0,28,9,2022,7,3
9723,1.11,2.23,51.4,0.8,2591.0,27.8,896.0,28,9,2022,7,6
9724,1.67,2.23,51.4,0.8,2564.0,27.78,384.0,28,9,2022,7,9
9725,0.55,2.23,51.4,2.4,2577.0,27.73,384.0,28,9,2022,8,3
9726,1.67,2.23,51.4,4.0,2577.0,27.68,384.0,28,9,2022,8,9
9727,2.23,2.23,51.4,4.0,2577.0,27.66,384.0,28,9,2022,8,12
9728,0.55,2.23,51.4,3.2,2564.0,27.64,384.0,28,9,2022,9,3
9729,1.67,2.23,51.4,3.2,2551.0,27.58,384.0,28,9,2022,9,9
9730,2.23,2.23,51.4,1.6,2551.0,27.57,384.0,28,9,2022,9,12
9731,0.55,2.23,51.4,1.6,2564.0,27.55,384.0,28,9,2022,10,3
9732,1.11,2.23,51.4,1.6,2551.0,27.54,384.0,28,9,2022,10,6
9733,1.67,2.23,51.4,1.6,2538.0,27.53,384.0,28,9,2022,10,9
9734,2.23,2.23,51.4,4.0,2551.0,27.52,384.0,28,9,2022,10,12
9735,0.55,2.23,51.4,2.4,2538.0,27.52,384.0,28,9,2022,11,3
9736,1.11,2.23,51.4,1.6,2551.0,27.53,384.0,28,9,2022,11,6
9737,1.67,2.23,51.4,4.0,2538.0,27.54,1439.0,28,9,2022,11,9
9738,2.23,2.23,51.4,4.0,2551.0,27.56,9911.0,28,9,2022,11,12
9739,1.11,2.23,51.4,1.6,2525.0,27.6,12346.0,28,9,2022,12,6
9740,1.67,2.23,51.4,1.6,2525.0,27.64,11964.0,28,9,2022,12,9
9741,1.67,2.23,51.4,3.2,2538.0,27.83,9593.0,28,9,2022,13,9
9742,2.23,2.23,51.4,5.6,2525.0,27.88,10738.0,28,9,2022,13,12
9743,1.11,2.23,51.4,4.0,2538.0,28.01,10975.0,28,9,2022,14,6
9744,1.67,2.23,51.4,5.6,2525.0,28.08,8839.0,28,9,2022,14,9
9745,2.23,2.23,51.4,4.0,2525.0,28.15,6993.0,28,9,2022,14,12
9746,0.55,2.23,51.4,4.0,2525.0,28.23,6453.0,28,9,2022,15,3
9747,1.67,2.23,51.4,6.4,2525.0,28.38,6482.0,28,9,2022,15,9
9748,2.23,2.23,51.4,4.8,2551.0,28.46,6230.0,28,9,2022,15,12
9749,0.55,2.23,51.4,4.8,2551.0,28.54,5735.0,28,9,2022,16,3
9750,1.11,2.23,51.4,7.2,2525.0,28.62,5589.0,28,9,2022,16,6
9751,1.67,2.23,51.4,2.4,2525.0,28.7,5373.0,28,9,2022,16,9
9752,2.23,2.23,51.4,4.0,2525.0,28.77,5075.0,28,9,2022,16,12
9753,0.55,2.23,51.4,1.6,2525.0,28.84,4380.0,28,9,2022,17,3
9754,1.11,2.23,51.4,6.4,2513.0,28.91,3699.0,28,9,2022,17,6
9755,1.67,2.23,51.4,3.2,2513.0,28.98,3109.0,28,9,2022,17,9
9756,2.23,2.23,51.4,0.8,2500.0,29.04,1956.0,28,9,2022,17,12
9757,0.55,2.23,51.4,3.2,2500.0,29.09,586.0,28,9,2022,18,3
9758,1.11,2.23,51.4,8.0,2500.0,29.14,59.0,28,9,2022,18,6
9759,1.67,2.23,51.4,0.8,2488.0,29.18,2.0,28,9,2022,18,9
9760,2.23,2.23,51.4,4.0,2488.0,29.23,1.0,28,9,2022,18,12
9761,0.55,2.23,51.4,3.2,2475.0,29.25,1.0,28,9,2022,19,3
9762,1.11,2.23,51.4,2.4,2475.0,29.29,1.0,28,9,2022,19,6
9763,1.67,2.23,51.4,1.6,2475.0,29.31,1.0,28,9,2022,19,9
9764,2.23,2.23,51.4,0.0,2451.0,29.32,1.0,28,9,2022,19,12
9765,0.55,2.23,51.4,4.0,2463.0,29.33,1.0,28,9,2022,20,3
9766,1.11,2.23,51.4,1.6,2451.0,29.34,1.0,28,9,2022,20,6
9767,1.67,2.23,51.4,4.0,2439.0,29.35,1.0,28,9,2022,20,9
9768,2.23,2.23,51.4,0.8,2439.0,29.35,1.0,28,9,2022,20,12
9769,0.55,2.23,51.4,4.0,2427.0,29.34,1.0,28,9,2022,21,3
9770,1.11,2.23,51.4,4.8,2427.0,29.33,1.0,28,9,2022,21,6
9771,1.67,2.23,51.4,2.4,2427.0,29.32,1.0,28,9,2022,21,9
9772,2.23,2.23,51.4,2.4,2415.0,29.32,1.0,28,9,2022,21,12
9773,0.55,2.23,51.4,0.0,2415.0,29.3,1.0,28,9,2022,22,3
9774,1.11,2.23,51.4,3.2,2404.0,29.28,1.0,28,9,2022,22,6
9775,1.67,2.23,51.4,0.8,2404.0,29.26,1.0,28,9,2022,22,9
9776,2.23,2.23,51.4,2.4,2392.0,29.24,1.0,28,9,2022,22,12
9777,0.55,2.23,51.4,1.6,2392.0,29.22,1.0,28,9,2022,23,3
9778,1.11,2.23,51.4,0.0,2392.0,29.19,1.0,28,9,2022,23,6
9779,1.67,2.23,51.4,3.2,2381.0,29.17,1.0,28,9,2022,23,9
9780,2.23,2.23,51.4,0.0,2381.0,29.14,1.0,28,9,2022,23,12
9781,0.55,2.23,51.4,0.8,2370.0,29.11,1.0,29,9,2022,0,3
9782,1.11,2.23,51.4,0.0,2358.0,29.08,1.0,29,9,2022,0,6
9783,1.67,2.23,51.4,0.0,2370.0,29.05,1.0,29,9,2022,0,9
9784,2.23,2.23,51.4,0.0,2358.0,29.03,1.0,29,9,2022,0,12
9785,0.55,2.23,51.4,0.0,2358.0,28.99,1.0,29,9,2022,1,3
9786,1.11,2.23,51.4,1.6,2336.0,28.96,1.0,29,9,2022,1,6
9787,1.67,2.23,51.4,1.6,2336.0,28.93,1.0,29,9,2022,1,9
9788,2.23,2.23,51.4,1.6,2347.0,28.9,1.0,29,9,2022,1,12
9789,0.55,2.23,51.4,0.0,2326.0,28.86,1.0,29,9,2022,2,3
9790,1.11,2.23,51.4,0.0,2336.0,28.84,1.0,29,9,2022,2,6
9791,1.67,2.23,51.4,1.6,2336.0,28.8,1.0,29,9,2022,2,9
9792,2.23,2.23,51.4,2.4,2326.0,28.77,1.0,29,9,2022,2,12
9793,0.55,2.23,51.4,0.8,2326.0,28.73,1.0,29,9,2022,3,3
9794,1.11,2.23,51.4,2.4,2304.0,28.7,1.0,29,9,2022,3,6
9795,1.67,2.23,51.4,1.6,2304.0,28.66,1.0,29,9,2022,3,9
9796,2.23,2.23,51.4,2.4,2315.0,28.63,1.0,29,9,2022,3,12
9797,0.55,2.23,51.4,1.6,2294.0,28.59,1.0,29,9,2022,4,3
9798,1.11,2.23,51.4,0.8,2294.0,28.56,1.0,29,9,2022,4,6
9799,1.67,2.23,51.4,0.0,2304.0,28.53,1.0,29,9,2022,4,9
9800,2.23,2.23,51.4,0.0,2283.0,28.5,1.0,29,9,2022,4,12
9801,0.55,2.23,51.4,2.4,2283.0,28.46,1.0,29,9,2022,5,3
9802,1.11,2.23,51.4,0.8,2283.0,28.43,1.0,29,9,2022,5,6
9803,1.67,2.23,51.4,0.8,2273.0,28.39,1.0,29,9,2022,5,9
9804,2.23,2.23,51.4,0.0,2273.0,28.36,2.0,29,9,2022,5,12
9805,0.55,2.23,51.4,0.8,2273.0,28.33,56.0,29,9,2022,6,3
9806,1.11,2.23,51.4,0.8,2262.0,28.3,301.0,29,9,2022,6,6
9807,1.67,2.23,51.4,0.8,2262.0,28.26,829.0,29,9,2022,6,9
9808,2.23,2.23,51.4,1.6,2262.0,28.23,2103.0,29,9,2022,6,12
9809,0.55,2.23,51.4,3.2,2252.0,28.2,5027.0,29,9,2022,7,3
9810,1.11,2.23,51.4,2.4,2252.0,28.17,8743.0,29,9,2022,7,6
9811,1.67,2.23,51.4,2.4,2252.0,28.14,11460.0,29,9,2022,7,9
9812,2.23,2.23,51.4,1.6,2242.0,28.11,13086.0,29,9,2022,7,12
9813,0.55,2.23,51.4,2.4,2242.0,28.08,4139.0,29,9,2022,8,3
9814,1.11,2.23,51.4,4.0,2242.0,28.06,384.0,29,9,2022,8,6
9815,1.67,2.23,51.4,2.4,2242.0,28.04,384.0,29,9,2022,8,9
9816,2.23,2.23,51.4,1.6,2232.0,28.02,384.0,29,9,2022,8,12
9817,1.11,2.23,51.4,1.6,2222.0,27.97,384.0,29,9,2022,9,6
9818,1.67,2.23,51.4,1.6,2222.0,27.95,384.0,29,9,2022,9,9
9819,2.23,2.23,51.4,0.8,2232.0,27.92,384.0,29,9,2022,9,12
9820,0.55,2.23,51.4,0.8,2222.0,27.91,384.0,29,9,2022,10,3
9821,1.11,2.23,51.4,5.6,2222.0,27.89,384.0,29,9,2022,10,6
9822,1.67,2.23,51.4,3.2,2222.0,27.88,384.0,29,9,2022,10,9
9823,0.55,2.23,51.4,3.2,2212.0,27.86,384.0,29,9,2022,11,3
9824,1.11,2.23,51.4,4.0,2212.0,27.87,384.0,29,9,2022,11,6
9825,1.67,2.23,51.4,4.8,2212.0,27.87,8844.0,29,9,2022,11,9
9826,0.55,2.23,51.4,4.0,2203.0,27.9,9410.0,29,9,2022,12,3
9827,1.11,2.23,51.4,1.6,2212.0,27.92,1268.0,29,9,2022,12,6
9828,2.23,2.23,51.4,4.0,2212.0,27.98,14357.0,29,9,2022,12,12
9829,0.55,2.23,51.4,3.2,2212.0,28.02,10277.0,29,9,2022,13,3
9830,1.11,2.23,51.4,4.8,2203.0,28.07,7884.0,29,9,2022,13,6
9831,1.67,2.23,51.4,1.6,2212.0,28.11,3991.0,29,9,2022,13,9
9832,2.23,2.23,51.4,0.8,2212.0,28.17,4236.0,29,9,2022,13,12
9833,0.55,2.23,51.4,2.4,2212.0,28.21,12912.0,29,9,2022,14,3
9834,1.11,2.23,51.4,5.6,2203.0,28.26,11590.0,29,9,2022,14,6
9835,1.67,2.23,51.4,4.0,2203.0,28.31,9258.0,29,9,2022,14,9
9836,0.55,2.23,51.4,2.4,2212.0,28.42,10485.0,29,9,2022,15,3
9837,1.11,2.23,51.4,2.4,2203.0,28.48,10611.0,29,9,2022,15,6
9838,1.67,2.23,51.4,1.6,2203.0,28.51,9141.0,29,9,2022,15,9
9839,2.23,2.23,51.4,9.6,2193.0,28.57,7627.0,29,9,2022,15,12
9840,0.55,2.23,51.4,4.8,2193.0,28.63,9485.0,29,9,2022,16,3
9841,1.11,2.23,51.4,2.4,2193.0,28.68,7986.0,29,9,2022,16,6
9842,1.67,2.23,51.4,4.0,2203.0,28.73,8184.0,29,9,2022,16,9
9843,2.23,2.23,51.4,5.6,2183.0,28.78,7251.0,29,9,2022,16,12
9844,0.55,2.23,51.4,2.4,2183.0,28.84,7031.0,29,9,2022,17,3
9845,1.11,2.23,51.4,3.2,2174.0,28.88,6361.0,29,9,2022,17,6
9846,1.67,2.23,51.4,4.8,2174.0,28.93,5306.0,29,9,2022,17,9
9847,2.23,2.23,51.4,4.0,2174.0,28.98,2422.0,29,9,2022,17,12
9848,0.55,2.23,51.4,4.8,2165.0,29.01,686.0,29,9,2022,18,3
9849,1.11,2.23,51.4,0.8,2165.0,29.04,79.0,29,9,2022,18,6
9850,1.67,2.23,51.4,3.2,2155.0,29.08,2.0,29,9,2022,18,9
9851,2.23,2.23,51.4,2.4,2146.0,29.11,1.0,29,9,2022,18,12
9852,0.55,2.23,51.4,4.0,2146.0,29.14,1.0,29,9,2022,19,3
9853,1.11,2.23,51.4,4.0,2146.0,29.16,1.0,29,9,2022,19,6
9854,1.67,2.23,51.4,4.0,2137.0,29.18,1.0,29,9,2022,19,9
9855,2.23,2.23,51.4,3.2,2128.0,29.19,1.0,29,9,2022,19,12
9856,0.55,2.23,51.4,3.2,2119.0,29.2,1.0,29,9,2022,20,3
9857,1.11,2.23,51.4,2.4,2128.0,29.21,1.0,29,9,2022,20,6
9858,1.67,2.23,51.4,1.6,2128.0,29.21,1.0,29,9,2022,20,9
9859,2.23,2.23,51.4,0.8,2110.0,29.21,1.0,29,9,2022,20,12
9860,0.55,2.23,51.4,4.0,2119.0,29.21,1.0,29,9,2022,21,3
9861,1.11,2.23,51.4,2.4,2101.0,29.21,1.0,29,9,2022,21,6
9862,1.67,2.23,51.4,0.0,2110.0,29.2,1.0,29,9,2022,21,9
9863,2.23,2.23,51.4,1.6,2092.0,29.19,1.0,29,9,2022,21,12
9864,0.55,2.23,51.4,4.0,2083.0,29.18,1.0,29,9,2022,22,3
9865,1.11,2.23,51.4,2.4,2083.0,29.17,1.0,29,9,2022,22,6
9866,1.67,2.23,51.4,1.6,2075.0,29.15,1.0,29,9,2022,22,9
9867,2.23,2.23,51.4,0.8,2075.0,29.13,1.0,29,9,2022,22,12
9868,0.55,2.23,51.4,0.0,2058.0,29.11,1.0,29,9,2022,23,3
9869,1.11,2.23,51.4,0.8,2066.0,29.1,1.0,29,9,2022,23,6
9870,1.67,2.23,51.4,0.0,2066.0,29.07,1.0,29,9,2022,23,9
9871,2.23,2.23,51.4,1.6,2049.0,29.05,1.0,29,9,2022,23,12
9872,0.55,2.23,51.4,3.2,2058.0,29.03,1.0,30,9,2022,0,3
9873,1.11,2.23,51.4,0.0,2049.0,29.0,1.0,30,9,2022,0,6
9874,1.67,2.23,51.4,0.8,2041.0,28.98,1.0,30,9,2022,0,9
9875,2.23,2.23,51.4,0.8,2049.0,28.95,1.0,30,9,2022,0,12
9876,0.55,2.23,51.4,0.0,2033.0,28.92,1.0,30,9,2022,1,3
9877,1.11,2.23,51.4,0.0,2033.0,28.89,1.0,30,9,2022,1,6
9878,1.67,2.23,51.4,0.8,2024.0,28.86,1.0,30,9,2022,1,9
9879,2.23,2.23,51.4,0.0,2024.0,28.83,1.0,30,9,2022,1,12
9880,0.55,2.23,51.4,0.0,2024.0,28.8,1.0,30,9,2022,2,3
9881,1.11,2.23,51.4,0.0,2016.0,28.77,1.0,30,9,2022,2,6
9882,1.67,2.23,51.4,0.0,2016.0,28.73,1.0,30,9,2022,2,9
9883,2.23,2.23,51.4,0.0,2024.0,28.71,1.0,30,9,2022,2,12
9884,0.55,2.23,51.4,2.4,2016.0,28.67,1.0,30,9,2022,3,3
9885,1.11,2.23,51.4,2.4,2008.0,28.64,1.0,30,9,2022,3,6
9886,1.67,2.23,51.4,0.0,2000.0,28.6,1.0,30,9,2022,3,9
9887,2.23,2.23,51.4,1.6,2000.0,28.57,1.0,30,9,2022,3,12
9888,0.55,2.23,51.4,0.0,1992.0,28.54,1.0,30,9,2022,4,3
9889,1.11,2.23,51.4,0.8,1992.0,28.51,1.0,30,9,2022,4,6
9890,1.67,2.23,51.4,0.8,1984.0,28.48,1.0,30,9,2022,4,9
9891,2.23,2.23,51.4,0.0,1992.0,28.44,1.0,30,9,2022,4,12
9892,0.55,2.23,51.4,2.4,1984.0,28.42,1.0,30,9,2022,5,3
9893,1.11,2.23,51.4,0.0,1984.0,28.38,1.0,30,9,2022,5,6
9894,1.67,2.23,51.4,5.6,1969.0,28.36,1.0,30,9,2022,5,9
9895,2.23,2.23,51.4,1.6,1976.0,28.32,1.0,30,9,2022,5,12
9896,0.55,2.23,51.4,0.0,1969.0,28.3,45.0,30,9,2022,6,3
9897,1.11,2.23,51.4,2.4,1961.0,28.26,273.0,30,9,2022,6,6
9898,1.67,2.23,51.4,0.8,1969.0,28.24,765.0,30,9,2022,6,9
9899,2.23,2.23,51.4,3.2,1961.0,28.21,1811.0,30,9,2022,6,12
9900,0.55,2.23,51.4,0.0,1953.0,28.18,5088.0,30,9,2022,7,3
9901,1.11,2.23,51.4,0.0,1961.0,28.15,6154.0,30,9,2022,7,6
9902,1.67,2.23,51.4,0.0,1961.0,28.13,15817.0,30,9,2022,7,9
9903,2.23,2.23,51.4,1.6,1953.0,28.11,15403.0,30,9,2022,7,12
9904,0.55,2.23,51.4,2.4,1953.0,28.08,11785.0,30,9,2022,8,3
9905,1.11,2.23,51.4,2.4,1946.0,28.06,15219.0,30,9,2022,8,6
9906,1.67,2.23,51.4,2.4,1946.0,28.04,3656.0,30,9,2022,8,9
9907,2.23,2.23,51.4,2.4,1946.0,28.02,2933.0,30,9,2022,8,12
9908,0.55,2.23,51.4,0.8,1953.0,27.99,4934.0,30,9,2022,9,3
9909,1.11,2.23,51.4,0.0,1953.0,27.98,449.0,30,9,2022,9,6
9910,1.67,2.23,51.4,4.0,1953.0,27.96,598.0,30,9,2022,9,9
9911,1.11,2.23,51.4,4.8,1946.0,27.91,3338.0,30,9,2022,10,6
9912,1.67,2.23,51.4,1.6,1953.0,27.91,3926.0,30,9,2022,10,9
9913,2.23,2.23,51.4,1.6,1946.0,27.89,11497.0,30,9,2022,10,12
9914,0.55,2.23,51.4,2.4,1946.0,27.89,1726.0,30,9,2022,11,3
9915,2.23,2.23,51.4,2.4,1938.0,27.9,851.0,30,9,2022,11,12
9916,0.55,2.23,51.4,5.6,1946.0,27.91,3259.0,30,9,2022,12,3
9917,1.11,2.23,51.4,5.6,1931.0,27.91,8699.0,30,9,2022,12,6
9918,1.67,2.23,51.4,2.4,1931.0,27.92,10367.0,30,9,2022,12,9
9919,2.23,2.23,51.4,2.4,1931.0,27.92,6712.0,30,9,2022,12,12
9920,0.55,2.23,51.4,3.2,5952.0,27.95,5496.0,30,9,2022,13,3
9921,1.11,2.23,51.4,0.0,5952.0,27.98,4039.0,30,9,2022,13,6
9922,1.67,2.23,51.4,0.0,5952.0,28.06,4382.0,30,9,2022,13,9
9923,2.23,2.23,51.4,0.8,5952.0,28.07,9944.0,30,9,2022,13,12
9924,0.55,2.23,51.4,0.8,5882.0,28.08,11603.0,30,9,2022,14,3
9925,1.11,2.23,51.4,4.0,6024.0,28.1,5364.0,30,9,2022,14,6
9926,1.67,2.23,51.4,4.0,6024.0,28.16,3501.0,30,9,2022,14,9
9927,2.23,2.23,51.4,0.8,6024.0,27.52,7083.0,30,9,2022,14,12
9928,0.55,2.23,51.4,2.4,6098.0,27.4,10499.0,30,9,2022,15,3
9929,1.11,2.23,51.4,1.6,6098.0,27.51,11976.0,30,9,2022,15,6
9930,1.67,2.23,51.4,5.6,6024.0,27.71,10991.0,30,9,2022,15,9
9931,2.23,2.23,51.4,0.8,6024.0,27.83,9923.0,30,9,2022,15,12
9932,0.55,2.23,51.4,4.8,6024.0,27.89,8523.0,30,9,2022,16,3
9933,1.11,2.23,51.4,1.6,6098.0,27.93,7626.0,30,9,2022,16,6
9934,1.67,2.23,51.4,3.2,6024.0,27.95,6886.0,30,9,2022,16,9
9935,2.23,2.23,51.4,2.4,5952.0,27.97,5653.0,30,9,2022,16,12
9936,0.55,2.23,51.4,2.4,6098.0,27.98,6491.0,30,9,2022,17,3
9937,1.11,2.23,51.4,3.2,6098.0,27.98,3916.0,30,9,2022,17,6
9938,1.67,2.23,51.4,4.0,6024.0,27.98,252.0,30,9,2022,17,9
9939,2.23,2.23,51.4,4.0,6173.0,27.24,181.0,30,9,2022,17,12
9940,0.55,2.23,51.4,2.4,6173.0,26.87,27.0,30,9,2022,18,3
9941,1.11,2.23,51.4,2.4,6098.0,26.7,3.0,30,9,2022,18,6
9942,1.67,2.23,51.4,3.2,6024.0,26.56,1.0,30,9,2022,18,9
9943,2.23,2.23,51.4,0.0,6098.0,26.38,1.0,30,9,2022,18,12
9944,0.55,2.23,51.4,1.6,6098.0,26.23,1.0,30,9,2022,19,3
9945,1.11,2.23,51.4,0.0,6024.0,26.11,1.0,30,9,2022,19,6
9946,1.67,2.23,51.4,1.6,6098.0,26.0,1.0,30,9,2022,19,9
9947,2.23,2.23,51.4,0.0,6098.0,25.92,1.0,30,9,2022,19,12
9948,0.55,2.23,51.4,0.8,6024.0,25.85,1.0,30,9,2022,20,3
9949,1.11,2.23,51.4,0.0,6024.0,25.75,1.0,30,9,2022,20,6
9950,1.67,2.23,51.4,0.0,6024.0,25.67,1.0,30,9,2022,20,9
9951,2.23,2.23,51.4,0.8,6098.0,25.6,1.0,30,9,2022,20,12
9952,0.55,2.23,51.4,4.0,6024.0,25.52,1.0,30,9,2022,21,3
9953,1.11,2.23,51.4,0.8,5952.0,25.53,1.0,30,9,2022,21,6
9954,1.67,2.23,51.4,1.6,6024.0,25.61,1.0,30,9,2022,21,9
9955,2.23,2.23,51.4,0.8,5952.0,26.01,1.0,30,9,2022,21,12
9956,0.55,2.23,51.4,3.2,5952.0,26.28,1.0,30,9,2022,22,3
9957,1.11,2.23,51.4,0.0,6024.0,26.42,1.0,30,9,2022,22,6
9958,1.67,2.23,51.4,1.6,5952.0,26.49,1.0,30,9,2022,22,9
9959,2.23,2.23,51.4,0.8,6024.0,26.57,1.0,30,9,2022,22,12
9960,0.55,2.23,51.4,0.8,5952.0,26.64,1.0,30,9,2022,23,3
9961,1.11,2.23,51.4,0.8,6024.0,26.69,1.0,30,9,2022,23,6
9962,1.67,2.23,51.4,1.6,6024.0,26.73,1.0,30,9,2022,23,9
9963,2.23,2.23,51.4,1.6,6024.0,26.76,1.0,30,9,2022,23,12
9964,0.55,2.23,51.4,1.6,6024.0,26.79,1.0,1,10,2022,0,3
9965,1.11,2.23,51.4,2.4,5952.0,26.81,1.0,1,10,2022,0,6
9966,1.67,2.23,51.4,2.4,6024.0,26.82,1.0,1,10,2022,0,9
9967,2.23,2.23,51.4,0.8,5952.0,26.84,1.0,1,10,2022,0,12
9968,0.55,2.23,51.4,2.4,6024.0,26.85,1.0,1,10,2022,1,3
9969,1.11,2.23,51.4,2.4,6024.0,26.86,1.0,1,10,2022,1,6
9970,1.67,2.23,51.4,1.6,5952.0,26.86,1.0,1,10,2022,1,9
9971,2.23,2.23,51.4,1.6,6024.0,26.87,1.0,1,10,2022,1,12
9972,0.55,2.23,51.4,0.8,6024.0,26.87,1.0,1,10,2022,2,3
9973,1.11,2.23,51.4,1.6,5952.0,26.86,1.0,1,10,2022,2,6
9974,1.67,2.23,51.4,0.8,6024.0,26.86,1.0,1,10,2022,2,9
9975,2.23,2.23,51.4,0.0,6024.0,26.86,1.0,1,10,2022,2,12
9976,0.55,2.23,51.4,0.0,6024.0,26.85,1.0,1,10,2022,3,3
9977,1.11,2.23,51.4,0.8,6024.0,26.85,1.0,1,10,2022,3,6
9978,1.67,2.23,51.4,1.6,5952.0,26.84,1.0,1,10,2022,3,9
