,pm1,pm2,pm3,am,sm,lum,temp,humd,pres,day,Month,year,hour,min
10357,0.55,2.23,48.05,0.0,6410.0,426.0,22.72,100.0,93029.3,2,10,2022,18,1
10358,1.11,2.23,48.05,0.0,6410.0,9.0,20.04,100.0,93098.12,2,10,2022,18,5
10359,1.95,2.23,48.05,0.0,6410.0,2.0,18.7,100.0,93084.87,2,10,2022,18,8
10360,2.51,2.23,48.05,0.0,6329.0,1.0,19.25,100.0,93095.19,2,10,2022,18,11
10361,0.55,2.51,48.33,0.0,6329.0,1.0,19.67,100.0,93116.42,2,10,2022,19,2
10362,1.11,2.51,48.33,0.0,6410.0,2.0,19.7,100.0,93130.56,2,10,2022,19,5
10363,1.67,2.51,48.33,0.0,6329.0,1.0,19.98,100.0,93154.56,2,10,2022,19,9
10364,2.23,2.51,48.33,0.0,6329.0,1.0,20.14,100.0,93168.37,2,10,2022,19,12
10365,0.55,2.23,48.89,0.0,6410.0,1.0,20.68,100.0,93173.55,2,10,2022,20,3
10366,1.11,2.23,48.89,0.0,6329.0,2.0,20.86,100.0,93195.07,2,10,2022,20,6
10367,1.67,2.23,48.89,0.0,6329.0,1.0,20.85,100.0,93214.3,2,10,2022,20,9
10368,0.55,1.67,48.33,0.0,6329.0,1.0,20.87,100.0,93228.22,2,10,2022,21,1
10369,1.11,1.67,48.33,0.0,6329.0,2.0,20.85,100.0,93227.46,2,10,2022,21,4
10370,1.67,1.67,48.33,0.0,6329.0,4.0,20.85,100.0,93234.76,2,10,2022,21,7
10371,2.23,1.67,48.33,0.0,6329.0,3.0,20.84,100.0,93252.0,2,10,2022,21,10
10372,0.55,2.23,48.33,0.0,6329.0,4.0,20.8,100.0,93235.85,2,10,2022,22,1
10373,1.11,2.23,48.33,0.0,6329.0,4.0,20.71,100.0,93203.4,2,10,2022,22,5
10374,1.67,2.23,48.33,0.0,6329.0,4.0,20.59,100.0,93208.97,2,10,2022,22,8
10375,2.23,2.23,48.33,0.0,6329.0,3.0,20.51,100.0,93185.67,2,10,2022,22,11
10376,0.55,2.23,48.33,0.0,6329.0,3.0,20.46,100.0,93176.3,2,10,2022,23,2
10377,1.11,2.23,48.33,0.0,6329.0,3.0,20.38,100.0,93203.69,2,10,2022,23,5
10378,1.67,2.23,48.33,0.0,6329.0,3.0,20.31,100.0,93185.9,2,10,2022,23,9
10379,2.23,2.23,48.33,0.0,6410.0,2.0,20.29,100.0,93183.5,2,10,2022,23,12
10380,0.55,2.23,48.89,0.0,6329.0,2.0,20.23,100.0,93180.89,3,10,2022,0,3
10381,1.11,2.23,48.89,0.0,6329.0,2.0,20.2,100.0,93162.77,3,10,2022,0,6
10382,1.67,2.23,48.89,0.0,6329.0,2.0,20.26,100.0,93154.39,3,10,2022,0,9
10383,0.55,1.67,48.33,0.0,6410.0,3.0,20.21,100.0,93132.05,3,10,2022,1,1
10384,1.11,1.67,48.33,0.0,6329.0,2.0,20.13,100.0,93107.32,3,10,2022,1,4
10385,1.67,1.67,48.33,0.0,6329.0,1.0,20.12,100.0,93085.19,3,10,2022,1,7
10386,2.23,1.67,48.33,0.0,6329.0,2.0,20.03,100.0,93071.97,3,10,2022,1,10
10387,0.55,2.23,48.33,0.0,6329.0,1.0,19.92,100.0,93060.75,3,10,2022,2,1
10388,1.11,2.23,48.33,0.0,6329.0,1.0,19.76,100.0,93043.45,3,10,2022,2,5
10389,1.67,2.23,48.33,0.0,6329.0,2.0,19.7,100.0,93020.95,3,10,2022,2,8
10390,2.23,2.23,48.33,0.0,6329.0,1.0,19.72,100.0,93018.39,3,10,2022,2,11
10391,0.55,2.23,48.33,0.0,6329.0,1.0,19.85,100.0,93015.37,3,10,2022,3,2
10392,1.11,2.23,48.33,0.0,6329.0,2.0,19.96,100.0,93014.55,3,10,2022,3,5
10393,1.67,2.23,48.33,0.0,6329.0,2.0,19.95,100.0,93009.59,3,10,2022,3,9
10394,2.23,2.23,48.33,0.0,6329.0,3.0,19.75,100.0,93015.12,3,10,2022,3,12
10395,0.55,2.23,48.89,0.0,6329.0,2.0,19.57,100.0,93021.0,3,10,2022,4,3
10396,1.11,2.23,48.89,0.0,6329.0,1.0,19.37,100.0,93027.21,3,10,2022,4,6
10397,1.67,2.23,48.89,0.0,6329.0,2.0,19.21,100.0,93025.05,3,10,2022,4,9
10398,0.55,1.67,48.33,0.0,6329.0,2.0,19.15,100.0,93040.15,3,10,2022,5,1
10399,1.11,1.67,48.33,0.0,6329.0,1.0,19.12,100.0,93056.9,3,10,2022,5,4
10400,1.67,1.67,48.33,0.0,6410.0,1.0,19.0,100.0,93043.46,3,10,2022,5,7
10401,2.23,1.67,48.33,0.0,6410.0,1.0,18.96,100.0,93062.96,3,10,2022,5,10
10402,0.55,2.23,48.33,0.0,6410.0,7.0,18.95,100.0,93078.42,3,10,2022,6,1
10403,1.11,2.23,48.33,0.0,6329.0,204.0,18.89,100.0,93094.97,3,10,2022,6,5
10404,1.67,2.23,48.33,0.0,6329.0,874.0,18.95,100.0,93101.8,3,10,2022,6,8
10405,2.23,2.23,48.33,0.0,6250.0,1747.0,19.2,100.0,93120.7,3,10,2022,6,11
10406,0.55,2.23,48.33,0.0,6250.0,2887.0,19.65,100.0,93156.8,3,10,2022,7,2
10407,1.11,2.23,48.33,0.0,6250.0,3889.0,20.45,100.0,93169.15,3,10,2022,7,5
10408,1.67,2.23,48.33,0.0,6250.0,4592.0,21.4,100.0,93179.07,3,10,2022,7,9
10409,2.23,2.23,48.33,0.0,6250.0,5151.0,22.38,100.0,93203.12,3,10,2022,7,12
10410,0.55,2.23,48.89,0.0,6329.0,5556.0,23.51,100.0,93219.29,3,10,2022,8,3
10411,1.11,2.23,48.89,0.0,6329.0,5616.0,24.53,91.08,93252.8,3,10,2022,8,6
10412,1.67,2.23,48.89,0.0,6329.0,6719.0,25.71,86.44,93258.32,3,10,2022,8,9
10413,0.55,1.67,48.33,0.0,6329.0,7017.0,26.14,79.34,93263.59,3,10,2022,9,1
10414,1.11,1.67,48.33,0.0,6329.0,7318.0,26.4,75.92,93267.81,3,10,2022,9,4
10415,1.67,1.67,48.33,0.0,6410.0,7658.0,26.0,76.56,93261.89,3,10,2022,9,7
10416,2.23,1.67,48.33,0.0,6329.0,10342.0,27.06,74.95,93258.14,3,10,2022,9,10
10417,0.55,2.23,48.33,0.0,6329.0,10705.0,27.59,74.19,93251.5,3,10,2022,10,1
10418,1.11,2.23,48.33,0.0,6329.0,10818.0,28.11,68.82,93248.26,3,10,2022,10,5
10419,1.67,2.23,48.33,0.0,6329.0,12528.0,28.07,68.92,93239.8,3,10,2022,10,8
10420,2.23,2.23,48.33,0.0,6329.0,10228.0,28.31,66.36,93222.05,3,10,2022,10,11
10421,0.55,2.23,48.33,0.0,6329.0,6649.0,28.04,68.21,93218.05,3,10,2022,11,2
10422,1.11,2.23,48.33,0.0,6410.0,6292.0,28.75,69.84,93202.61,3,10,2022,11,5
10423,1.67,2.23,48.33,0.0,6410.0,5746.0,28.82,64.78,93201.09,3,10,2022,11,9
10424,2.23,2.23,48.33,0.0,6329.0,3008.0,28.64,65.85,93183.94,3,10,2022,11,12
10425,0.55,2.23,48.89,0.0,6329.0,8817.0,29.69,61.32,93162.15,3,10,2022,12,3
10426,1.11,2.23,48.89,0.0,6410.0,4879.0,28.34,66.66,93142.24,3,10,2022,12,6
10427,1.67,2.23,48.89,0.0,6329.0,3189.0,30.12,58.9,93122.28,3,10,2022,12,9
10428,0.55,1.67,48.33,0.0,6329.0,15615.0,28.85,64.33,93100.3,3,10,2022,13,1
10429,1.11,1.67,48.33,0.0,6329.0,15856.0,28.95,61.88,93083.09,3,10,2022,13,4
10430,1.67,1.67,48.33,0.0,6329.0,16548.0,28.62,60.61,93055.85,3,10,2022,13,7
10431,2.23,1.67,48.33,0.0,6410.0,384.0,29.61,58.82,93034.32,3,10,2022,13,10
10432,0.55,2.23,48.33,0.0,6329.0,384.0,30.77,54.2,93003.47,3,10,2022,14,1
10433,1.11,2.23,48.33,0.0,6329.0,384.0,30.67,54.28,92979.15,3,10,2022,14,5
10434,1.67,2.23,48.33,0.0,6329.0,17807.0,28.4,59.53,92968.97,3,10,2022,14,8
10435,2.23,2.23,48.33,0.0,6329.0,384.0,30.78,53.49,92935.85,3,10,2022,14,11
10436,0.55,2.23,48.33,0.0,6329.0,384.0,30.2,54.56,92923.68,3,10,2022,15,2
10437,1.11,2.23,48.33,0.0,6329.0,8617.0,31.0,52.79,92907.15,3,10,2022,15,5
10438,1.67,2.23,48.33,0.0,6329.0,384.0,31.07,53.56,92894.25,3,10,2022,15,9
10439,2.23,2.23,48.33,0.0,6329.0,508.0,31.04,51.77,92880.81,3,10,2022,15,12
10440,0.55,2.23,48.89,0.0,6329.0,384.0,29.37,56.93,92886.14,3,10,2022,16,3
10441,1.11,2.23,48.89,0.0,6329.0,5323.0,29.64,53.95,92893.24,3,10,2022,16,6
10442,1.67,2.23,48.89,0.0,6329.0,9877.0,25.52,84.15,92911.06,3,10,2022,16,9
10443,0.55,1.67,48.33,0.0,6329.0,3386.0,24.64,95.46,92926.5,3,10,2022,17,1
10444,1.11,1.67,48.33,0.0,6329.0,1508.0,24.6,93.87,92939.26,3,10,2022,17,4
10445,1.67,1.67,48.33,0.0,6329.0,2619.0,24.27,92.07,92967.03,3,10,2022,17,7
10446,2.23,1.67,48.33,0.0,6329.0,2695.0,23.76,86.79,92984.82,3,10,2022,17,10
10447,0.55,2.23,48.05,0.0,6329.0,799.0,22.92,87.72,93002.03,3,10,2022,18,1
10448,1.11,2.23,48.05,0.0,6329.0,70.0,22.04,93.55,93030.34,3,10,2022,18,5
10449,1.67,2.23,48.05,0.0,6173.0,4.0,22.0,95.65,93036.77,3,10,2022,18,8
10450,2.23,2.23,48.05,0.0,6410.0,3.0,21.81,98.42,93056.4,3,10,2022,18,11
10451,0.55,2.23,48.05,0.0,6329.0,1.0,21.57,99.84,93065.89,3,10,2022,19,2
10452,1.11,2.23,48.05,0.0,6329.0,1.0,21.51,100.0,93101.81,3,10,2022,19,5
10453,1.67,2.23,48.05,0.0,6329.0,3.0,21.37,100.0,93114.74,3,10,2022,19,9
10454,2.23,2.23,48.05,0.0,6410.0,3.0,21.28,100.0,93130.45,3,10,2022,19,12
10455,0.55,2.23,48.61,0.0,6410.0,3.0,21.42,100.0,93160.76,3,10,2022,20,3
10456,1.11,2.23,48.61,0.0,6410.0,3.0,21.2,100.0,93191.59,3,10,2022,20,6
10457,1.67,2.23,48.61,0.0,6329.0,2.0,21.19,100.0,93199.63,3,10,2022,20,9
10458,0.55,1.67,48.05,0.0,6410.0,2.0,20.86,100.0,93208.24,3,10,2022,21,1
10459,1.11,1.67,48.05,0.0,6410.0,3.0,20.62,100.0,93209.37,3,10,2022,21,4
10460,1.67,1.67,48.05,0.0,6410.0,3.0,20.46,100.0,93205.75,3,10,2022,21,7
10461,2.23,1.67,48.05,0.0,6410.0,3.0,20.45,100.0,93202.28,3,10,2022,21,10
10462,0.55,2.23,48.05,0.0,6410.0,3.0,20.47,100.0,93209.22,3,10,2022,22,1
10463,1.11,2.23,48.05,0.0,6410.0,1.0,20.57,100.0,93195.25,3,10,2022,22,5
10464,1.67,2.23,48.05,0.0,6410.0,2.0,20.54,100.0,93188.61,3,10,2022,22,8
10465,2.23,2.23,48.05,0.0,6494.0,2.0,20.43,100.0,93168.24,3,10,2022,22,11
10466,0.55,2.23,48.05,0.0,6410.0,2.0,20.3,100.0,93178.95,3,10,2022,23,2
10467,1.11,2.23,48.05,0.0,6494.0,2.0,20.26,100.0,93162.62,3,10,2022,23,5
10468,1.67,2.23,48.05,0.0,6410.0,2.0,20.34,100.0,93167.62,3,10,2022,23,9
10469,2.23,2.23,48.05,0.0,6410.0,2.0,20.31,100.0,93147.5,3,10,2022,23,12
10470,0.55,2.23,48.61,0.0,6410.0,2.0,20.36,100.0,93127.97,4,10,2022,0,3
10471,1.11,2.23,48.61,0.0,6410.0,2.0,20.25,100.0,93111.06,4,10,2022,0,6
10472,1.67,2.23,48.61,0.0,6494.0,2.0,20.11,100.0,93091.95,4,10,2022,0,9
10473,0.55,1.67,48.05,0.0,6410.0,2.0,19.89,100.0,93084.49,4,10,2022,1,1
10474,1.11,1.67,48.05,0.0,6410.0,2.0,19.64,100.0,93066.9,4,10,2022,1,4
10475,1.67,1.67,48.05,0.0,6410.0,3.0,19.61,100.0,93058.27,4,10,2022,1,7
10476,2.23,1.67,48.05,0.0,6410.0,2.0,19.54,100.0,93050.93,4,10,2022,1,10
10477,0.55,2.23,48.05,0.0,6494.0,2.0,19.44,100.0,93045.72,4,10,2022,2,1
10478,1.11,2.23,48.05,0.0,6410.0,2.0,19.35,100.0,93035.95,4,10,2022,2,5
10479,1.67,2.23,48.05,0.0,6410.0,2.0,19.31,100.0,93043.03,4,10,2022,2,8
10480,2.23,2.23,48.05,0.0,6329.0,2.0,19.27,100.0,93022.93,4,10,2022,2,11
10481,0.55,2.23,48.05,0.0,6329.0,2.0,19.23,100.0,93019.78,4,10,2022,3,2
10482,1.11,2.23,48.05,0.0,6329.0,2.0,19.21,100.0,93024.32,4,10,2022,3,5
10483,1.67,2.23,48.05,0.0,6329.0,3.0,19.22,100.0,93027.26,4,10,2022,3,9
10484,2.23,2.23,48.05,0.0,6329.0,2.0,19.27,100.0,93031.67,4,10,2022,3,12
10485,0.55,2.23,48.61,0.0,6329.0,2.0,19.22,100.0,93025.05,4,10,2022,4,3
10486,1.11,2.23,48.61,0.0,6329.0,2.0,19.13,100.0,93024.99,4,10,2022,4,6
10487,1.67,2.23,48.61,0.0,6329.0,2.0,19.09,100.0,93039.55,4,10,2022,4,9
10488,0.55,1.67,48.05,0.0,6410.0,2.0,19.05,100.0,93060.3,4,10,2022,5,1
10489,1.11,1.67,48.05,0.0,6329.0,2.0,19.0,100.0,93053.68,4,10,2022,5,4
10490,1.67,1.67,48.05,0.0,6329.0,2.0,18.96,100.0,93071.69,4,10,2022,5,7
10491,2.23,1.67,48.05,0.0,6329.0,0.0,18.92,100.0,93078.75,4,10,2022,5,10
10492,0.55,2.23,48.05,0.0,6329.0,7.0,18.85,100.0,93093.81,4,10,2022,6,1
10493,1.11,2.23,48.05,0.0,6329.0,191.0,18.78,100.0,93110.87,4,10,2022,6,5
10494,1.67,2.23,48.05,0.0,6329.0,966.0,18.88,100.0,93136.75,4,10,2022,6,8
10495,2.23,2.23,48.05,0.0,6329.0,2280.0,19.17,100.0,93156.61,4,10,2022,6,11
10496,0.55,2.23,48.05,0.0,6329.0,3357.0,19.98,100.0,93185.44,4,10,2022,7,2
10497,1.11,2.23,48.05,0.0,6329.0,4069.0,21.12,100.0,93204.56,4,10,2022,7,5
10498,1.67,2.23,48.05,0.0,6329.0,4875.0,22.5,99.73,93208.99,4,10,2022,7,9
10499,2.23,2.23,48.05,0.0,6329.0,5128.0,23.23,91.16,93225.81,4,10,2022,7,12
10500,0.55,2.23,48.61,0.0,6329.0,5021.0,23.35,89.78,93237.17,4,10,2022,8,3
10501,1.11,2.23,48.61,0.0,6329.0,6904.0,24.57,85.98,93264.91,4,10,2022,8,6
10502,1.67,2.23,48.61,0.0,6329.0,8053.0,25.22,80.71,93274.35,4,10,2022,8,9
10503,0.55,1.67,48.05,0.0,6329.0,8652.0,25.75,78.66,93270.87,4,10,2022,9,1
10504,1.11,1.67,48.05,0.0,6329.0,9142.0,27.12,72.01,93267.49,4,10,2022,9,4
10505,1.67,1.67,48.05,0.0,6329.0,8124.0,27.0,70.44,93272.13,4,10,2022,9,7
10506,2.23,1.67,48.05,0.0,6329.0,10925.0,27.96,72.88,93277.81,4,10,2022,9,10
10507,0.55,2.23,48.05,0.0,6329.0,11031.0,28.89,62.02,93266.15,4,10,2022,10,1
10508,1.11,2.23,48.05,0.0,6329.0,10118.0,28.9,62.16,93249.47,4,10,2022,10,5
10509,1.67,2.23,48.05,0.0,6329.0,9251.0,29.05,61.85,93249.82,4,10,2022,10,8
10510,2.23,2.23,48.05,0.0,6329.0,11060.0,29.04,60.53,93230.95,4,10,2022,10,11
10511,0.55,2.23,48.05,0.0,6410.0,11551.0,29.15,61.6,93241.45,4,10,2022,11,2
10512,1.11,2.23,48.05,0.0,6329.0,11249.0,28.87,59.05,93209.11,4,10,2022,11,5
10513,1.67,2.23,48.05,0.0,6410.0,12236.0,29.02,59.19,93172.46,4,10,2022,11,9
10514,2.23,2.23,48.05,0.0,6329.0,4577.0,29.39,59.06,93170.74,4,10,2022,11,12
10515,0.55,2.23,48.61,0.0,6410.0,10504.0,29.84,54.16,93128.91,4,10,2022,12,3
10516,1.11,2.23,48.61,0.0,6329.0,6348.0,30.77,50.44,93102.39,4,10,2022,12,6
10517,1.67,2.23,48.61,0.0,6410.0,3553.0,30.54,57.12,93059.41,4,10,2022,12,9
10518,0.55,1.67,48.05,0.0,6329.0,15459.0,29.04,52.3,93065.6,4,10,2022,13,1
10519,1.11,1.67,48.05,0.0,6329.0,384.0,30.29,51.51,93039.11,4,10,2022,13,4
10520,1.67,1.67,48.05,0.0,6329.0,384.0,29.89,51.15,92995.64,4,10,2022,13,7
10521,2.23,1.67,48.05,0.0,6329.0,384.0,31.19,46.29,92963.19,4,10,2022,13,10
10522,0.55,2.23,48.05,0.0,6329.0,7306.0,31.42,50.36,92947.04,4,10,2022,14,1
10523,1.11,2.23,48.05,0.0,6410.0,6854.0,29.56,53.23,92909.47,4,10,2022,14,5
10524,1.67,2.23,48.05,0.0,6329.0,384.0,30.71,51.99,92898.55,4,10,2022,14,8
10525,2.23,2.23,48.05,0.0,6410.0,384.0,31.27,45.46,92875.09,4,10,2022,14,11
10526,0.55,2.23,48.05,0.0,6329.0,384.0,31.37,43.37,92865.8,4,10,2022,15,2
10527,1.11,2.23,48.05,0.0,6329.0,384.0,31.98,44.69,92856.4,4,10,2022,15,5
10528,1.67,2.23,48.05,0.0,6329.0,384.0,31.34,44.92,92836.32,4,10,2022,15,9
10529,2.23,2.23,48.05,0.0,6329.0,407.0,30.92,43.13,92834.24,4,10,2022,15,12
10530,0.55,2.23,48.61,0.0,6329.0,5012.0,29.25,48.57,92842.24,4,10,2022,16,3
10531,1.11,2.23,48.61,0.0,6329.0,14730.0,29.04,50.23,92845.95,4,10,2022,16,6
10532,1.67,2.23,48.61,0.0,6329.0,15703.0,28.54,53.93,92862.31,4,10,2022,16,9
10533,0.55,1.67,48.05,0.0,6329.0,11015.0,28.44,56.51,92877.57,4,10,2022,17,1
10534,1.11,1.67,48.05,0.0,6329.0,5660.0,27.69,54.43,92883.95,4,10,2022,17,4
10535,1.67,1.67,48.05,0.0,6329.0,2832.0,26.85,59.84,92894.24,4,10,2022,17,7
10536,2.23,1.67,48.05,0.0,6329.0,1770.0,25.79,67.37,92899.19,4,10,2022,17,10
10537,0.55,2.23,48.05,0.0,6329.0,629.0,24.53,77.6,92904.92,4,10,2022,18,1
10538,1.11,2.23,48.05,0.0,6410.0,75.0,23.53,86.51,92936.99,4,10,2022,18,5
10539,1.67,2.23,48.05,0.0,6410.0,2.0,22.82,93.85,92948.31,4,10,2022,18,8
10540,2.23,2.23,48.05,0.0,6410.0,1.0,22.76,91.68,92948.32,4,10,2022,18,11
10541,0.55,2.23,48.05,0.0,6410.0,2.0,22.32,99.15,92977.12,4,10,2022,19,2
10542,1.11,2.23,48.05,0.0,6410.0,1.0,23.14,91.89,93007.45,4,10,2022,19,5
10543,1.67,2.23,48.05,0.0,6410.0,2.0,22.79,97.98,93036.97,4,10,2022,19,9
10544,2.23,2.23,48.05,0.0,6410.0,3.0,22.87,100.0,93065.05,4,10,2022,19,12
10545,0.55,2.23,48.61,0.0,6410.0,1.0,22.72,100.0,93080.3,4,10,2022,20,3
10546,1.11,2.23,48.61,0.0,6410.0,2.0,22.57,100.0,93093.37,4,10,2022,20,6
10547,1.67,2.23,48.61,0.0,6410.0,1.0,22.51,100.0,93114.69,4,10,2022,20,9
10548,0.55,1.67,48.05,0.0,6410.0,1.0,22.34,100.0,93120.92,4,10,2022,21,1
10549,1.11,1.67,48.05,0.0,6410.0,1.0,22.07,100.0,93128.81,4,10,2022,21,4
10550,1.67,1.67,48.05,0.0,6410.0,1.0,21.92,100.0,93129.32,4,10,2022,21,7
10551,2.23,1.67,48.05,0.0,6410.0,1.0,21.65,100.0,93149.82,4,10,2022,21,10
10552,0.55,2.23,48.05,0.0,6410.0,2.0,21.55,100.0,93144.14,4,10,2022,22,1
10553,1.11,2.23,48.05,0.0,6410.0,3.0,21.59,100.0,93136.81,4,10,2022,22,5
10554,1.67,2.23,48.05,0.0,6494.0,3.0,21.53,100.0,93131.47,4,10,2022,22,8
10555,2.23,2.23,48.05,0.0,6410.0,2.0,21.46,100.0,93117.19,4,10,2022,22,11
10556,0.55,2.23,48.05,0.0,6410.0,3.0,21.38,100.0,93126.65,4,10,2022,23,2
10557,1.11,2.23,48.05,0.0,6494.0,2.0,21.36,100.0,93119.5,4,10,2022,23,5
10558,1.67,2.23,48.05,0.0,6410.0,2.0,21.26,100.0,93117.81,4,10,2022,23,9
10559,2.23,2.23,48.05,0.0,6410.0,2.0,21.17,100.0,93115.78,4,10,2022,23,12
10560,0.55,2.23,48.61,0.0,6410.0,3.0,21.18,100.0,93113.03,5,10,2022,0,3
10561,1.11,2.23,48.61,0.0,6410.0,3.0,21.2,100.0,93114.87,5,10,2022,0,6
10562,1.67,2.23,48.61,0.0,6410.0,2.0,21.23,100.0,93105.37,5,10,2022,0,9
10563,0.55,1.67,48.05,0.0,6410.0,1.0,21.26,100.0,93086.31,5,10,2022,1,1
10564,1.11,1.67,48.05,0.0,6494.0,3.0,21.18,100.0,93067.07,5,10,2022,1,4
10565,1.67,1.67,48.05,0.0,6410.0,2.0,21.12,100.0,93049.49,5,10,2022,1,7
10566,2.23,1.67,48.05,0.0,6410.0,2.0,21.1,100.0,93041.62,5,10,2022,1,10
10567,0.55,2.23,48.05,0.0,6410.0,2.0,21.05,100.0,93015.8,5,10,2022,2,1
10568,1.11,2.23,48.05,0.0,6410.0,2.0,21.02,100.0,93002.4,5,10,2022,2,5
10569,1.67,2.23,48.05,0.0,6410.0,2.0,20.96,100.0,92984.82,5,10,2022,2,8
10570,2.23,2.23,48.05,0.0,6494.0,3.0,20.89,100.0,92985.55,5,10,2022,2,11
10571,0.55,2.23,48.05,0.0,6410.0,2.0,20.87,100.0,92989.39,5,10,2022,3,2
10572,1.11,2.23,48.05,0.0,6410.0,2.0,20.82,100.0,92991.03,5,10,2022,3,5
10573,1.67,2.23,48.05,0.0,6410.0,2.0,20.76,100.0,92984.96,5,10,2022,3,9
10574,2.23,2.23,48.05,0.0,6329.0,2.0,20.7,100.0,92984.38,5,10,2022,3,12
10575,0.55,2.23,48.61,0.0,6329.0,2.0,20.62,100.0,92991.31,5,10,2022,4,3
10576,1.11,2.23,48.61,0.0,6410.0,2.0,20.56,100.0,93001.0,5,10,2022,4,6
10577,1.67,2.23,48.61,0.0,6329.0,2.0,20.47,100.0,93006.22,5,10,2022,4,9
10578,0.55,1.67,48.05,0.0,6329.0,2.0,20.37,100.0,93018.99,5,10,2022,5,1
10579,1.11,1.67,48.05,0.0,6329.0,2.0,20.15,100.0,93017.76,5,10,2022,5,4
10580,1.67,1.67,48.05,0.0,6329.0,2.0,20.04,100.0,93035.06,5,10,2022,5,7
10581,2.23,1.67,48.05,0.0,6410.0,2.0,20.1,100.0,93034.9,5,10,2022,5,10
10582,0.55,2.23,48.05,0.0,6329.0,8.0,20.04,100.0,93068.89,5,10,2022,6,1
10583,1.11,2.23,48.05,0.0,6410.0,160.0,20.12,100.0,93096.36,5,10,2022,6,5
10584,1.67,2.23,48.05,0.0,6329.0,692.0,20.2,100.0,93108.65,5,10,2022,6,8
10585,2.23,2.23,48.05,0.0,6329.0,1523.0,20.42,100.0,93119.57,5,10,2022,6,11
10586,0.55,2.23,48.05,0.0,6329.0,2361.0,20.82,100.0,93136.5,5,10,2022,7,2
10587,1.11,2.23,48.05,0.0,6329.0,2153.0,21.02,100.0,93153.42,5,10,2022,7,5
10588,1.67,2.23,48.05,0.0,6329.0,3939.0,21.61,100.0,93148.72,5,10,2022,7,9
10589,2.23,2.23,48.05,0.0,6329.0,5030.0,22.23,100.0,93163.31,5,10,2022,7,12
10590,0.55,2.23,48.61,0.0,6410.0,5707.0,25.03,88.31,93190.52,5,10,2022,8,3
10591,1.11,2.23,48.61,0.0,6410.0,6224.0,25.82,83.05,93198.12,5,10,2022,8,6
10592,1.67,2.23,48.61,0.0,6494.0,6690.0,27.14,77.7,93210.87,5,10,2022,8,9
10593,0.55,1.67,48.05,0.0,6410.0,7947.0,27.4,74.22,93226.69,5,10,2022,9,1
10594,1.11,1.67,48.05,0.0,6410.0,8137.0,28.27,68.97,93221.62,5,10,2022,9,4
10595,1.67,1.67,48.05,0.0,6329.0,9370.0,28.18,70.61,93220.94,5,10,2022,9,7
10596,2.23,1.67,48.05,0.0,6329.0,8223.0,28.36,68.47,93205.53,5,10,2022,9,10
10597,0.55,2.23,48.05,0.0,6329.0,8118.0,28.78,62.41,93200.09,5,10,2022,10,1
10598,1.11,2.23,48.05,0.0,6329.0,7741.0,28.93,64.25,93181.59,5,10,2022,10,5
10599,1.67,2.23,48.05,0.0,6410.0,8845.0,29.8,63.32,93185.18,5,10,2022,10,8
10600,2.23,2.23,48.05,0.0,6410.0,9706.0,29.75,58.92,93154.17,5,10,2022,10,11
10601,0.55,2.23,48.05,0.0,6410.0,9102.0,29.64,58.73,93127.75,5,10,2022,11,2
10602,1.11,2.23,48.05,0.0,6329.0,11230.0,30.39,56.15,93103.05,5,10,2022,11,5
10603,1.67,2.23,48.05,0.0,6410.0,11589.0,30.61,51.44,93069.45,5,10,2022,11,9
10604,2.23,2.23,48.05,0.0,6329.0,2183.0,28.2,62.1,93053.15,5,10,2022,11,12
10605,0.55,2.23,48.61,0.0,6329.0,3165.0,31.23,49.55,93018.57,5,10,2022,12,3
10606,1.11,2.23,48.61,0.0,6329.0,15779.0,29.77,54.94,92978.22,5,10,2022,12,6
10607,1.67,2.23,48.61,0.0,6329.0,5286.0,30.05,51.09,92952.78,5,10,2022,12,9
10608,0.55,1.67,48.05,0.0,6329.0,15900.0,28.4,53.51,92937.84,5,10,2022,13,1
10609,1.11,1.67,48.05,0.0,6329.0,14971.0,31.69,45.56,92907.88,5,10,2022,13,4
10610,1.67,1.67,48.05,0.0,6329.0,400.0,29.76,51.63,92871.74,5,10,2022,13,7
10611,2.23,1.67,48.05,0.0,6329.0,384.0,31.21,50.11,92849.05,5,10,2022,13,10
10612,0.55,2.23,48.05,0.0,6329.0,384.0,31.82,48.48,92818.64,5,10,2022,14,1
10613,1.11,2.23,48.05,0.0,6410.0,384.0,31.76,45.84,92786.9,5,10,2022,14,5
10614,1.67,2.23,48.05,0.0,6329.0,384.0,32.09,48.19,92750.84,5,10,2022,14,8
10615,2.23,2.23,48.05,0.0,6329.0,384.0,32.18,48.73,92723.92,5,10,2022,14,11
10616,0.55,2.23,48.05,0.0,6410.0,384.0,32.04,44.2,92700.26,5,10,2022,15,2
10617,1.11,2.23,48.05,0.0,6329.0,384.0,31.92,49.54,92683.64,5,10,2022,15,5
10618,1.67,2.23,48.05,0.0,6098.0,384.0,32.18,44.32,92671.65,5,10,2022,15,9
10619,2.23,2.23,48.05,0.0,6329.0,384.0,32.29,45.75,92679.05,5,10,2022,15,12
10620,0.55,2.23,48.61,0.0,6329.0,902.0,29.44,61.44,92695.28,5,10,2022,16,3
10621,1.11,2.23,48.61,0.0,6329.0,9164.0,28.77,60.92,92708.05,5,10,2022,16,6
10622,1.67,2.23,48.61,0.0,6329.0,15099.0,27.77,67.46,92726.34,5,10,2022,16,9
